card_id,customer_id,card1,card2,card3,network,card5,card_type,home_region,home_country,n_txns,n_online,n_in_person,median_amt,p95_amt,max_amt,n_regions,n_products,top_products,first_seen,last_seen
C00494-K1,C00494,14083,481.0,150.0,mastercard,224.0,debit,387.0,87.0,1,0,1,58.92,58.92,58.92,1,1,W,2016-12-17 13:38:55,2016-12-17 13:38:55
C00495-K1,C00495,21010,439.0,150.0,mastercard,"",credit,177.0,87.0,24,0,24,59.02,107.05,117.09,1,1,W,2016-09-18 20:36:57,2016-12-22 20:33:34
C00496-K1,C00496,12389,399.0,150.0,american express,223.0,credit,184.0,87.0,3,3,0,50.0,95.01,100.01,3,2,S|H,2016-07-04 15:41:16,2016-08-19 19:06:41
C00497-K1,C00497,10078,555.0,150.0,visa,226.0,debit,337.0,87.0,1,0,1,554.07,554.07,554.07,1,1,W,2016-10-04 15:58:04,2016-10-04 15:58:04
C00498-K1,C00498,16359,360.0,150.0,visa,166.0,debit,272.0,87.0,66,1,65,49.43,108.38,221.95,19,2,W|H,2016-07-13 01:56:26,2016-12-22 05:27:57
C00499-K1,C00499,20730,555.0,150.0,visa,195.0,debit,327.0,87.0,1,0,1,92.04,92.04,92.04,1,1,W,2016-10-09 20:22:04,2016-10-09 20:22:04
C00500-K1,C00500,21810,555.0,150.0,visa,226.0,debit,433.0,87.0,2,0,2,326.18,567.51,594.33,1,1,W,2016-09-19 23:24:59,2016-12-14 18:19:46
C00501-K1,C00501,11602,310.0,150.0,mastercard,224.0,debit,498.0,87.0,73,0,73,57.91,487.66,1386.02,1,1,W,2016-07-06 21:42:22,2016-12-31 15:57:05
C00502-K1,C00502,22328,555.0,150.0,mastercard,166.0,debit,264.0,87.0,20,1,19,118.96,993.99,994.05,12,2,R|W,2016-07-04 05:09:13,2016-12-21 14:52:48
C00503-K1,C00503,14052,225.0,150.0,mastercard,117.0,debit,315.0,87.0,2,0,2,111.48,112.88,113.03,1,1,W,2016-11-21 22:43:37,2016-11-29 23:47:39
C00504-K1,C00504,21976,356.0,150.0,mastercard,224.0,debit,472.0,87.0,9,2,7,112.91,162.63,171.01,1,3,W|H|R,2016-07-18 14:53:23,2016-12-01 15:22:18
C00505-K1,C00505,19618,555.0,150.0,visa,226.0,debit,448.0,87.0,13,0,13,88.57,184.65,250.01,2,1,W,2016-08-06 22:46:20,2016-12-28 20:44:58
C00506-K1,C00506,20670,555.0,185.0,mastercard,126.0,debit,"","",1,1,0,26.94,26.94,26.94,1,1,C,2016-11-05 01:24:28,2016-11-05 01:24:28
C00507-K1,C00507,10165,555.0,198.0,visa,226.0,debit,"","",1,1,0,7.37,7.37,7.37,1,1,C,2016-09-27 00:59:10,2016-09-27 00:59:10
C00508-K1,C00508,13748,555.0,150.0,visa,226.0,debit,441.0,87.0,9,0,9,109.04,393.06,437.06,2,1,W,2016-08-23 21:33:20,2016-12-26 21:59:51
C00509-K1,C00509,14504,490.0,150.0,visa,166.0,debit,330.0,87.0,27,8,19,97.92,199.97,200.01,7,3,W|H|R,2016-07-02 21:16:09,2016-11-25 03:07:21
C00510-K1,C00510,14160,555.0,147.0,mastercard,134.0,credit,190.0,26.0,25,25,0,40.01,99.4,157.06,3,1,C,2016-07-06 11:06:05,2016-12-26 17:24:16
C00511-K1,C00511,14652,555.0,150.0,visa,226.0,debit,225.0,87.0,4,0,4,44.03,198.77,226.07,1,1,W,2016-08-03 17:30:04,2016-11-09 17:17:07
C00512-K1,C00512,15475,543.0,150.0,mastercard,224.0,debit,433.0,87.0,8,0,8,45.95,87.01,108.02,1,1,W,2016-08-29 17:17:09,2016-10-20 19:03:28
C00513-K1,C00513,23485,353.0,150.0,mastercard,117.0,debit,126.0,87.0,77,4,73,59.04,243.14,988.53,2,3,W|H|S,2016-07-04 01:09:20,2016-12-27 13:59:39
C00514-K1,C00514,17596,555.0,150.0,visa,226.0,debit,226.0,87.0,2,0,2,81.51,105.85,108.56,1,1,W,2016-07-12 23:09:13,2016-10-06 13:10:55
C00515-K1,C00515,19226,555.0,150.0,visa,226.0,debit,204.0,87.0,9,1,8,77.04,124.54,140.92,2,2,S|W,2016-07-29 14:46:55,2016-10-15 20:25:48
C00516-K1,C00516,12155,555.0,102.0,visa,226.0,credit,"","",1,1,0,135.63,135.63,135.63,1,1,C,2016-07-26 22:07:05,2016-07-26 22:07:05
C00517-K1,C00517,22048,555.0,227.0,visa,226.0,debit,204.0,87.0,2,0,2,159.87,159.87,159.87,1,1,W,2016-08-14 03:34:56,2016-09-19 23:12:12
C00518-K1,C00518,18701,555.0,144.0,american express,164.0,credit,356.0,96.0,1,1,0,49.96,49.96,49.96,1,1,R,2016-07-28 03:34:13,2016-07-28 03:34:13
C00519-K1,C00519,19426,538.0,150.0,mastercard,117.0,debit,325.0,87.0,84,1,83,58.94,335.07,554.05,1,2,W|H,2016-07-10 21:34:18,2016-12-31 18:32:03
C00520-K1,C00520,18990,"","","","","","","",5,5,0,20.52,42.21,42.21,1,1,C,2016-09-30 17:09:11,2016-12-09 01:31:14
C00520-K2,C00520,18990,555.0,117.0,visa,226.0,debit,296.0,32.0,5,5,0,49.92,49.98,49.99,2,2,C|H,2016-07-17 09:49:58,2016-11-16 22:34:42
C00521-K1,C00521,18519,"",150.0,mastercard,102.0,credit,191.0,87.0,1,0,1,226.01,226.01,226.01,1,1,W,2016-07-26 20:40:17,2016-07-26 20:40:17
C00522-K1,C00522,15608,592.0,150.0,visa,226.0,debit,272.0,87.0,8,0,8,62.98,347.83,400.63,1,1,W,2016-07-02 21:29:06,2016-12-28 20:32:19
C00523-K1,C00523,16847,512.0,150.0,mastercard,117.0,debit,330.0,87.0,1,1,0,9.93,9.93,9.93,1,1,S,2016-12-08 14:50:47,2016-12-08 14:50:47
C00524-K1,C00524,19098,543.0,150.0,mastercard,224.0,debit,472.0,87.0,2,0,2,90.46,92.73,92.98,1,1,W,2016-07-18 22:55:47,2016-11-21 21:56:00
C00525-K1,C00525,14377,555.0,150.0,visa,226.0,debit,315.0,87.0,26,3,23,69.0,386.95,422.54,3,2,W|H,2016-07-19 00:00:41,2016-12-28 17:09:41
C00526-K1,C00526,13304,555.0,150.0,visa,226.0,credit,330.0,87.0,1,0,1,116.93,116.93,116.93,1,1,W,2016-10-07 23:21:43,2016-10-07 23:21:43
C00527-K1,C00527,10167,512.0,150.0,visa,226.0,debit,158.0,87.0,38,0,38,68.41,137.31,185.54,2,1,W,2016-07-03 15:24:01,2016-12-29 18:25:23
C00528-K1,C00528,16043,555.0,150.0,visa,226.0,debit,177.0,87.0,20,3,17,70.98,947.0,984.86,2,3,W|H|R,2016-07-10 15:36:07,2016-12-14 22:38:29
C00529-K1,C00529,22983,369.0,150.0,mastercard,224.0,debit,428.0,87.0,7,3,4,53.93,206.19,226.02,3,3,W|H|C,2016-07-18 16:32:11,2016-12-31 16:08:34
C00530-K1,C00530,21917,555.0,150.0,visa,226.0,debit,272.0,87.0,2,0,2,51.49,53.77,54.02,1,1,W,2016-09-06 21:36:37,2016-12-07 23:32:30
C00531-K1,C00531,21303,555.0,134.0,visa,137.0,credit,"","",6,6,0,25.42,38.61,38.61,1,1,C,2016-08-07 03:11:49,2016-08-09 23:27:59
C00532-K1,C00532,19303,399.0,150.0,american express,198.0,credit,337.0,87.0,6,6,0,112.57,300.02,300.02,4,2,R|H,2016-07-08 16:24:17,2016-07-29 22:56:17
C00533-K1,C00533,17167,534.0,150.0,visa,195.0,debit,191.0,87.0,4,0,4,554.04,1486.4,1650.93,1,1,W,2016-07-04 15:13:37,2016-07-07 04:31:10
C00534-K1,C00534,20831,"","","","","",264.0,87.0,1,0,1,49.09,49.09,49.09,1,1,W,2016-10-02 14:52:43,2016-10-02 14:52:43
C00534-K2,C00534,20831,543.0,150.0,mastercard,224.0,debit,264.0,87.0,145,4,141,68.55,247.47,883.91,2,3,W|H|R,2016-07-07 00:17:15,2016-12-30 17:36:24
C00535-K1,C00535,22793,543.0,150.0,mastercard,224.0,debit,324.0,87.0,53,0,53,107.91,272.6,389.97,2,1,W,2016-07-03 22:53:58,2016-12-22 00:44:53
C00536-K1,C00536,13999,399.0,150.0,american express,137.0,credit,126.0,87.0,4,4,0,87.48,142.46,149.96,4,3,R|H|S,2016-07-07 02:22:37,2016-07-25 21:24:34
C00537-K1,C00537,16604,555.0,150.0,visa,166.0,debit,324.0,87.0,2,2,0,60.04,96.0,100.0,2,2,H|S,2016-10-13 04:58:06,2016-10-30 18:13:38
C00538-K1,C00538,23229,555.0,150.0,visa,226.0,debit,337.0,87.0,4,0,4,75.56,117.05,117.05,1,1,W,2016-07-09 23:32:28,2016-10-04 22:17:16
C00539-K1,C00539,18341,514.0,150.0,mastercard,224.0,credit,436.0,87.0,5,2,3,72.08,200.83,226.03,3,3,W|S|R,2016-07-09 21:21:19,2016-12-28 20:19:32
C00540-K1,C00540,23260,"","","","","",337.0,87.0,1,0,1,58.99,58.99,58.99,1,1,W,2016-10-02 17:52:32,2016-10-02 17:52:32
C00540-K2,C00540,23260,360.0,150.0,visa,166.0,debit,330.0,87.0,206,4,202,59.02,225.94,2161.02,31,3,S|W|H,2016-07-05 00:16:02,2016-12-29 00:31:11
C00541-K1,C00541,14910,111.0,150.0,mastercard,224.0,credit,299.0,87.0,1,1,0,49.97,49.97,49.97,1,1,H,2016-07-15 01:52:52,2016-07-15 01:52:52
C00542-K1,C00542,10907,583.0,150.0,visa,226.0,credit,444.0,87.0,32,9,23,103.99,551.67,2594.97,18,4,R|W|H|S,2016-07-06 06:11:56,2016-12-06 17:20:18
C00543-K1,C00543,22457,302.0,150.0,visa,226.0,credit,325.0,87.0,97,2,95,166.94,235.59,418.03,7,2,W|R,2016-07-02 23:11:56,2016-12-29 23:45:06
C00544-K1,C00544,21648,583.0,150.0,visa,226.0,credit,476.0,87.0,3,1,2,171.15,656.56,710.49,3,2,W|H,2016-07-15 14:42:44,2016-10-31 22:38:15
C00545-K1,C00545,14991,109.0,150.0,mastercard,224.0,debit,327.0,87.0,77,6,71,88.01,225.98,2968.9,2,3,W|H|R,2016-07-06 02:57:00,2016-12-30 01:06:34
C00546-K1,C00546,13722,310.0,150.0,mastercard,224.0,debit,204.0,87.0,42,0,42,64.45,674.02,1098.99,3,1,W,2016-07-05 17:07:54,2016-12-31 13:08:03
C00547-K1,C00547,12176,555.0,150.0,visa,226.0,debit,269.0,87.0,18,0,18,30.95,118.84,225.93,2,1,W,2016-07-06 05:04:21,2016-12-07 00:21:18
C00548-K1,C00548,12042,555.0,131.0,mastercard,219.0,credit,"","",1,1,0,11.57,11.57,11.57,1,1,C,2016-09-05 21:57:31,2016-09-05 21:57:31
C00549-K1,C00549,13701,555.0,106.0,mastercard,137.0,debit,"","",16,16,0,19.24,44.68,50.55,1,1,C,2016-07-19 19:34:20,2016-11-21 22:26:13
C00550-K1,C00550,14420,185.0,150.0,visa,226.0,credit,469.0,87.0,11,0,11,159.91,324.98,350.04,1,1,W,2016-07-16 22:09:48,2016-10-19 19:21:38
C00551-K1,C00551,18824,555.0,150.0,visa,226.0,credit,204.0,87.0,1,0,1,107.95,107.95,107.95,1,1,W,2016-11-09 18:04:21,2016-11-09 18:04:21
C00552-K1,C00552,21206,293.0,162.0,mastercard,137.0,credit,"","",1,1,0,21.69,21.69,21.69,1,1,C,2016-08-18 02:17:16,2016-08-18 02:17:16
C00553-K1,C00553,19382,532.0,150.0,mastercard,195.0,credit,315.0,87.0,1,0,1,117.09,117.09,117.09,1,1,W,2016-08-31 19:40:20,2016-08-31 19:40:20
C00553-K2,C00553,19382,532.0,150.0,mastercard,195.0,debit,315.0,87.0,3,0,3,116.99,117.05,117.06,1,1,W,2016-12-01 21:36:27,2016-12-30 21:22:06
C00554-K1,C00554,18832,555.0,198.0,visa,226.0,debit,325.0,87.0,2,2,0,15.95,16.87,16.97,2,2,C|H,2016-11-06 17:06:49,2016-12-16 18:57:19
C00555-K1,C00555,19104,387.0,150.0,visa,226.0,credit,428.0,87.0,8,2,6,209.89,210.04,210.04,3,2,W|R,2016-07-17 17:57:35,2016-12-16 22:38:25
C00556-K1,C00556,13420,225.0,150.0,mastercard,224.0,debit,327.0,87.0,12,0,12,107.97,491.28,553.96,1,1,W,2016-07-06 13:38:18,2016-12-25 20:12:50
C00557-K1,C00557,19249,170.0,150.0,visa,226.0,credit,325.0,87.0,105,17,88,100.04,702.63,3163.01,26,4,S|W|H|R,2016-07-03 16:49:41,2016-12-28 18:17:49
C00558-K1,C00558,22858,399.0,150.0,american express,236.0,credit,325.0,87.0,7,7,0,99.97,185.02,200.01,6,2,R|H,2016-07-13 21:24:09,2016-11-03 20:35:13
C00559-K1,C00559,10873,481.0,150.0,visa,226.0,credit,485.0,87.0,19,3,16,68.01,668.81,891.99,8,2,W|H,2016-07-18 22:54:09,2016-12-03 16:55:15
C00560-K1,C00560,16879,510.0,150.0,mastercard,117.0,debit,315.0,87.0,72,1,71,57.9,150.41,335.06,2,2,R|W,2016-07-03 16:24:00,2016-12-25 23:44:51
C00561-K1,C00561,10874,360.0,150.0,visa,166.0,debit,205.0,87.0,4,0,4,87.04,121.22,121.22,2,1,W,2016-09-12 18:53:08,2016-12-20 11:59:48
C00562-K1,C00562,20086,555.0,150.0,visa,226.0,debit,315.0,87.0,1,0,1,172.86,172.86,172.86,1,1,W,2016-11-25 21:14:00,2016-11-25 21:14:00
C00563-K1,C00563,14305,420.0,150.0,mastercard,224.0,debit,420.0,87.0,7,1,6,108.0,144.37,159.94,1,2,H|W,2016-07-16 17:33:05,2016-12-14 17:09:42
C00564-K1,C00564,10338,555.0,150.0,visa,226.0,debit,512.0,87.0,13,0,13,60.07,134.45,160.5,1,1,W,2016-07-06 23:04:36,2016-12-09 18:30:10
C00565-K1,C00565,11204,555.0,150.0,visa,226.0,debit,485.0,87.0,3,0,3,88.01,105.88,107.86,1,1,W,2016-08-11 21:47:03,2016-11-12 15:03:58
C00566-K1,C00566,13901,467.0,150.0,visa,226.0,debit,177.0,87.0,1,1,0,39.95,39.95,39.95,1,1,H,2016-08-09 20:30:30,2016-08-09 20:30:30
C00567-K1,C00567,21616,543.0,150.0,mastercard,224.0,debit,272.0,87.0,17,0,17,59.04,209.97,209.99,3,1,W,2016-07-04 22:24:56,2016-12-04 13:22:48
C00568-K1,C00568,20778,390.0,150.0,mastercard,102.0,credit,387.0,87.0,3,3,0,149.99,150.01,150.01,1,1,R,2016-07-25 07:16:00,2016-10-01 16:11:58
C00569-K1,C00569,19477,224.0,106.0,mastercard,130.0,debit,"","",12,12,0,24.48,72.94,88.3,1,1,C,2016-08-16 16:24:21,2016-12-16 04:03:23
C00570-K1,C00570,22551,310.0,150.0,mastercard,117.0,debit,272.0,87.0,2,0,2,291.71,527.73,553.95,1,1,W,2016-07-10 17:24:16,2016-08-24 17:50:25
C00571-K1,C00571,10220,298.0,150.0,visa,226.0,debit,184.0,87.0,253,35,218,67.88,240.29,2903.79,9,5,S|R|C|W|H,2016-07-05 17:22:13,2016-12-31 23:53:54
C00572-K1,C00572,18708,360.0,150.0,visa,166.0,debit,330.0,87.0,5,4,1,24.93,25.08,25.09,4,2,W|S,2016-07-16 20:10:10,2016-12-18 22:53:16
C00573-K1,C00573,18048,555.0,146.0,mastercard,190.0,credit,504.0,16.0,5,5,0,69.4,151.06,167.56,2,1,C,2016-07-06 19:16:40,2016-10-14 17:21:17
C00574-K1,C00574,18989,555.0,150.0,visa,226.0,debit,272.0,87.0,1,0,1,170.95,170.95,170.95,1,1,W,2016-12-14 19:17:48,2016-12-14 19:17:48
C00575-K1,C00575,19016,555.0,150.0,visa,226.0,debit,143.0,87.0,3,0,3,226.09,324.07,334.96,1,1,W,2016-09-07 20:23:58,2016-11-24 22:40:26
C00576-K1,C00576,19869,111.0,150.0,mastercard,195.0,debit,181.0,87.0,14,0,14,107.93,261.95,261.96,3,1,W,2016-07-17 13:39:45,2016-12-01 23:15:04
C00577-K1,C00577,16686,555.0,150.0,visa,226.0,debit,191.0,87.0,23,0,23,99.92,311.99,411.95,1,1,W,2016-07-05 14:41:34,2016-12-04 20:27:22
C00578-K1,C00578,13454,321.0,150.0,visa,226.0,debit,181.0,87.0,9,0,9,35.96,66.33,77.91,1,1,W,2016-07-13 01:01:13,2016-12-27 00:22:05
C00579-K1,C00579,11445,302.0,150.0,visa,226.0,credit,436.0,87.0,7,0,7,97.01,97.04,97.05,1,1,W,2016-07-26 19:47:42,2016-09-23 15:53:10
C00580-K1,C00580,22320,399.0,150.0,american express,118.0,credit,264.0,87.0,8,8,0,99.95,100.04,100.04,5,2,R|H,2016-07-07 16:53:24,2016-10-24 12:24:29
C00581-K1,C00581,14055,555.0,150.0,visa,226.0,credit,315.0,87.0,1,0,1,610.51,610.51,610.51,1,1,W,2016-08-30 15:27:42,2016-08-30 15:27:42
C00582-K1,C00582,17336,555.0,150.0,visa,226.0,debit,436.0,87.0,2,0,2,131.47,167.06,171.01,1,1,W,2016-07-17 01:31:29,2016-08-13 19:09:23
C00583-K1,C00583,18344,545.0,185.0,visa,226.0,credit,465.0,60.0,117,117,0,34.88,148.28,247.72,4,1,C,2016-07-07 05:28:41,2016-12-31 21:54:39
C00584-K1,C00584,11548,555.0,150.0,visa,226.0,credit,512.0,87.0,34,7,27,77.09,522.82,849.94,13,4,R|S|W|H,2016-07-03 22:25:29,2016-12-29 01:04:37
C00585-K1,C00585,17407,517.0,150.0,mastercard,224.0,debit,203.0,87.0,1,1,0,34.97,34.97,34.97,1,1,S,2016-07-31 00:50:50,2016-07-31 00:50:50
C00586-K1,C00586,17677,555.0,150.0,visa,226.0,debit,191.0,87.0,2,0,2,56.73,58.72,58.94,1,1,W,2016-11-04 01:38:03,2016-11-04 01:55:40
C00587-K1,C00587,15147,555.0,150.0,visa,226.0,credit,181.0,87.0,7,1,6,117.02,1343.06,1740.04,2,2,W|R,2016-07-11 19:28:15,2016-11-18 19:00:31
C00588-K1,C00588,20634,555.0,150.0,mastercard,195.0,debit,181.0,87.0,1,0,1,944.99,944.99,944.99,1,1,W,2016-08-03 19:09:08,2016-08-03 19:09:08
C00589-K1,C00589,10404,225.0,150.0,mastercard,117.0,debit,330.0,87.0,2,1,1,52.04,54.7,55.0,1,2,S|W,2016-07-08 20:56:32,2016-08-28 00:13:42
C00590-K1,C00590,15864,512.0,150.0,mastercard,117.0,debit,181.0,87.0,7,2,5,199.92,448.95,526.32,1,2,R|W,2016-07-26 01:28:39,2016-12-06 16:28:46
C00591-K1,C00591,21432,225.0,150.0,mastercard,117.0,debit,226.0,87.0,2,1,1,300.52,528.73,554.09,2,2,W|H,2016-07-19 01:51:14,2016-12-25 14:31:32
C00592-K1,C00592,21336,555.0,150.0,visa,226.0,debit,181.0,87.0,10,0,10,83.44,170.96,170.96,1,1,W,2016-08-09 17:26:44,2016-11-06 12:37:05
C00593-K1,C00593,21333,555.0,117.0,mastercard,224.0,credit,"","",1,1,0,74.02,74.02,74.02,1,1,C,2016-08-07 14:58:19,2016-08-07 14:58:19
C00594-K1,C00594,17184,271.0,150.0,visa,226.0,credit,330.0,87.0,34,19,15,100.03,1003.47,2444.67,7,4,S|R|W|H,2016-07-03 01:52:44,2016-12-28 16:39:03
C00595-K1,C00595,17626,514.0,150.0,mastercard,224.0,credit,384.0,87.0,4,2,2,110.54,258.46,273.88,4,2,H|W,2016-07-12 23:12:44,2016-12-18 18:59:33
C00596-K1,C00596,11014,555.0,150.0,visa,226.0,credit,191.0,87.0,6,0,6,53.94,357.01,422.48,5,1,W,2016-08-17 05:07:50,2016-09-28 16:44:15
C00597-K1,C00597,15395,555.0,150.0,visa,226.0,credit,126.0,87.0,1,0,1,59.05,59.05,59.05,1,1,W,2016-12-12 16:59:26,2016-12-12 16:59:26
C00598-K1,C00598,19181,555.0,150.0,visa,226.0,debit,315.0,87.0,10,0,10,406.19,1104.03,1104.04,1,1,W,2016-09-07 04:24:37,2016-12-15 15:51:45
C00599-K1,C00599,13287,"","","","","",299.0,87.0,1,0,1,420.0,420.0,420.0,1,1,W,2016-09-30 17:53:20,2016-09-30 17:53:20
C00599-K2,C00599,13287,555.0,150.0,visa,226.0,debit,299.0,87.0,34,7,27,112.99,855.3,2385.28,3,4,W|H|R|C,2016-07-05 17:42:46,2016-12-13 18:19:25
C00600-K1,C00600,19155,117.0,150.0,visa,195.0,debit,315.0,87.0,1,1,0,199.96,199.96,199.96,1,1,R,2016-11-04 22:29:23,2016-11-04 22:29:23
C00601-K1,C00601,10420,"",150.0,visa,166.0,debit,299.0,87.0,1,1,0,49.92,49.92,49.92,1,1,H,2016-07-06 05:47:34,2016-07-06 05:47:34
C00602-K1,C00602,10935,555.0,150.0,visa,226.0,debit,512.0,87.0,3,1,2,150.01,316.51,335.01,1,2,W|R,2016-08-13 23:35:10,2016-10-12 01:35:26
C00603-K1,C00603,15292,399.0,150.0,american express,185.0,credit,476.0,87.0,1,1,0,50.08,50.08,50.08,1,1,R,2016-10-06 15:16:41,2016-10-06 15:16:41
C00604-K1,C00604,19686,399.0,150.0,american express,185.0,credit,264.0,87.0,2,2,0,87.47,98.72,99.97,2,2,H|R,2016-07-24 19:04:40,2016-08-11 05:47:51
C00605-K1,C00605,12606,390.0,150.0,mastercard,195.0,debit,264.0,87.0,3,1,2,389.96,439.49,444.99,2,2,R|W,2016-10-28 20:24:24,2016-11-09 19:48:59
C00606-K1,C00606,22711,555.0,119.0,visa,226.0,credit,296.0,65.0,25,25,0,37.1,83.95,92.99,4,2,H|C,2016-07-09 04:23:12,2016-12-26 04:53:02
C00607-K1,C00607,11613,246.0,150.0,visa,226.0,debit,204.0,87.0,1,0,1,117.04,117.04,117.04,1,1,W,2016-12-11 18:44:11,2016-12-11 18:44:11
C00608-K1,C00608,21188,555.0,150.0,visa,226.0,debit,420.0,87.0,1,1,0,99.93,99.93,99.93,1,1,R,2016-12-12 14:16:36,2016-12-12 14:16:36
C00609-K1,C00609,16263,555.0,150.0,visa,226.0,debit,387.0,87.0,3,2,1,100.01,163.9,171.0,1,3,R|W|H,2016-07-15 21:22:39,2016-10-15 14:12:32
C00610-K1,C00610,13899,399.0,150.0,american express,223.0,credit,325.0,87.0,1,1,0,100.05,100.05,100.05,1,1,H,2016-07-20 15:26:12,2016-07-20 15:26:12
C00611-K1,C00611,15060,480.0,150.0,mastercard,224.0,debit,315.0,87.0,4,0,4,266.48,464.98,464.99,1,1,W,2016-07-07 21:00:33,2016-09-08 01:32:03
C00612-K1,C00612,22301,512.0,150.0,mastercard,117.0,debit,204.0,87.0,1,1,0,25.08,25.08,25.08,1,1,H,2016-07-19 01:10:23,2016-07-19 01:10:23
C00613-K1,C00613,11966,555.0,150.0,visa,194.0,credit,123.0,87.0,7,0,7,57.99,135.38,160.0,1,1,W,2016-09-12 18:21:57,2016-12-24 15:58:33
C00614-K1,C00614,18618,"","","","","",299.0,87.0,1,0,1,116.96,116.96,116.96,1,1,W,2016-09-29 18:17:06,2016-09-29 18:17:06
C00614-K2,C00614,18618,297.0,150.0,visa,166.0,debit,299.0,87.0,430,4,426,58.02,309.09,884.03,25,4,R|W|H|S,2016-07-02 02:34:25,2016-12-30 22:58:09
C00615-K1,C00615,18324,481.0,150.0,mastercard,137.0,credit,204.0,87.0,1,0,1,284.92,284.92,284.92,1,1,W,2016-09-15 14:52:47,2016-09-15 14:52:47
C00616-K1,C00616,22498,555.0,150.0,visa,226.0,credit,315.0,87.0,1,1,0,149.97,149.97,149.97,1,1,H,2016-12-01 13:28:08,2016-12-01 13:28:08
C00617-K1,C00617,11773,555.0,150.0,visa,226.0,credit,476.0,87.0,1,1,0,100.03,100.03,100.03,1,1,R,2016-09-17 02:38:15,2016-09-17 02:38:15
C00618-K1,C00618,14968,490.0,150.0,visa,226.0,credit,337.0,87.0,3,0,3,59.01,197.55,212.94,1,1,W,2016-08-12 20:05:14,2016-11-30 15:21:41
C00619-K1,C00619,17642,555.0,150.0,visa,226.0,credit,191.0,87.0,1,0,1,57.97,57.97,57.97,1,1,W,2016-11-13 16:08:38,2016-11-13 16:08:38
C00620-K1,C00620,16627,301.0,150.0,visa,226.0,credit,485.0,87.0,8,0,8,137.41,391.9,425.26,3,1,W,2016-07-10 17:47:48,2016-11-28 00:03:05
C00621-K1,C00621,11667,"","","","","",315.0,87.0,4,0,4,43.47,144.37,159.97,3,1,W,2016-10-01 15:06:42,2016-12-10 02:40:46
C00621-K2,C00621,11667,268.0,150.0,visa,166.0,debit,325.0,87.0,917,0,917,57.98,252.62,884.09,18,1,W,2016-07-04 11:41:10,2016-12-31 20:53:55
C00622-K1,C00622,14716,"",150.0,visa,"",credit,143.0,87.0,1,0,1,981.97,981.97,981.97,1,1,W,2016-07-08 18:01:50,2016-07-08 18:01:50
C00623-K1,C00623,14346,555.0,150.0,visa,226.0,credit,253.0,87.0,2,1,1,44.04,56.59,57.98,1,2,H|W,2016-07-10 16:15:18,2016-07-29 22:53:01
C00624-K1,C00624,15115,569.0,117.0,visa,226.0,debit,"","",1,1,0,67.56,67.56,67.56,1,1,C,2016-12-29 14:25:55,2016-12-29 14:25:55
C00625-K1,C00625,14319,543.0,150.0,mastercard,117.0,debit,181.0,87.0,2,0,2,192.0,320.69,334.99,1,1,W,2016-07-30 20:07:17,2016-10-26 16:50:32
C00626-K1,C00626,20434,321.0,150.0,visa,226.0,debit,299.0,87.0,14,5,9,59.01,1116.43,2161.09,1,3,R|H|W,2016-07-12 21:12:19,2016-12-22 19:28:40
C00627-K1,C00627,12577,555.0,189.0,visa,194.0,credit,204.0,87.0,1,1,0,200.09,200.09,200.09,1,1,R,2016-09-11 09:05:23,2016-09-11 09:05:23
C00628-K1,C00628,22916,555.0,100.0,mastercard,224.0,credit,184.0,87.0,2,0,2,25.95,34.95,35.95,1,1,W,2016-09-28 19:13:47,2016-10-26 08:19:52
C00629-K1,C00629,20360,555.0,150.0,visa,226.0,debit,433.0,87.0,23,2,21,445.01,664.08,754.89,2,3,R|W|H,2016-07-12 22:03:53,2016-12-11 23:49:08
C00630-K1,C00630,19782,143.0,150.0,visa,226.0,debit,337.0,87.0,7,0,7,201.01,398.87,436.95,1,1,W,2016-09-17 19:26:09,2016-12-23 18:03:13
C00631-K1,C00631,10656,555.0,150.0,mastercard,102.0,credit,325.0,87.0,7,4,3,200.09,3171.73,4395.0,3,4,H|W|R|S,2016-07-06 22:11:36,2016-11-09 14:42:03
C00632-K1,C00632,22946,555.0,150.0,visa,226.0,credit,181.0,87.0,1,0,1,59.06,59.06,59.06,1,1,W,2016-07-20 19:03:17,2016-07-20 19:03:17
C00633-K1,C00633,17757,555.0,150.0,visa,226.0,debit,225.0,87.0,3,1,2,299.96,400.7,411.89,1,2,R|W,2016-07-11 23:53:21,2016-07-25 22:40:13
C00634-K1,C00634,10020,555.0,150.0,visa,226.0,debit,337.0,87.0,4,3,1,125.0,145.45,149.06,1,2,R|W,2016-07-27 21:36:51,2016-10-25 21:20:12
C00635-K1,C00635,12909,555.0,150.0,visa,226.0,debit,327.0,87.0,10,4,6,76.46,811.12,834.09,5,3,S|R|W,2016-07-04 20:36:28,2016-12-10 13:37:32
C00636-K1,C00636,19451,520.0,150.0,american express,190.0,credit,110.0,87.0,1,1,0,449.93,449.93,449.93,1,1,R,2016-07-26 15:34:58,2016-07-26 15:34:58
C00637-K1,C00637,14921,284.0,150.0,visa,166.0,debit,204.0,87.0,13,4,9,96.98,440.02,499.97,8,3,R|H|W,2016-07-08 02:07:23,2016-11-25 14:42:52
C00638-K1,C00638,23490,555.0,150.0,visa,226.0,debit,226.0,87.0,3,1,2,205.98,205.99,205.99,2,2,C|W,2016-07-25 16:55:46,2016-09-09 03:06:13
