from_txn,to_txn,gap_seconds
3164855,3164881,605
3164881,3164932,918
3164932,3164950,265
3164950,3164960,219
3164960,3165015,861
3165015,3165028,238
3165028,3165105,1620
3165105,3165284,2885
3165284,3165382,1665
3165382,3165424,470
3165424,3165511,1325
3165511,3165536,492
3165536,3165672,2455
3165672,3165688,319
3165688,3165927,3603
3165927,3165954,345
3165954,3166106,2521
3166106,3166137,418
3166137,3166159,255
3166159,3166172,209
3166172,3166232,905
3166232,3166238,39
3166238,3166239,23
3166239,3166245,152
3166245,3166294,949
3166294,3166301,97
3166301,3166302,0
3166302,3166321,231
3166321,3166325,120
3166325,3166382,944
3166382,3166387,66
3166387,3166405,420
3166405,3166409,28
3166409,3166486,1340
3166486,3166517,597
3166517,3166568,903
3166568,3166691,2033
3166691,3166712,625
3166712,3166726,240
3166726,3166747,525
3166747,3166756,303
3166756,3166843,1794
3166843,3166882,1124
3166882,3166886,76
3166886,3167021,4187
3167021,3167039,780
3167039,3167052,616
3167052,3167124,3702
3167124,3167144,1378
3167144,3167251,18359
3167251,3167328,9716
3167328,3167337,205
3167337,3167399,2619
3167399,3167450,1507
3167450,3167458,254
3167458,3167478,655
3167478,3167481,63
3167481,3167494,415
3167494,3167498,195
3167498,3167549,1373
3167549,3167566,575
3167566,3167592,525
3167592,3167634,913
3167634,3167656,850
3167656,3167678,469
3167678,3167795,2534
3167795,3167802,126
3167802,3167807,100
3167807,3167813,109
3167813,3167912,1544
3167912,3168057,2672
3168057,3168061,80
3168061,3168108,850
3168108,3168155,984
3168155,3168195,727
3168195,3168223,574
3168223,3168230,68
3168230,3168263,681
3168263,3168324,935
3168324,3168359,584
3168359,3168392,436
3168392,3168509,2289
3168509,3168546,766
3168546,3168579,679
3168579,3168643,1128
3168643,3168651,107
3168651,3168653,7
3168653,3168696,591
3168696,3168767,996
3168767,3168851,1574
3168851,3168874,561
3168874,3168893,195
3168893,3168909,245
3168909,3168941,668
3168941,3168953,172
3168953,3168954,39
3168954,3168963,104
3168963,3168987,392
3168987,3169019,460
3169019,3169080,1154
3169080,3169175,1762
3169175,3169188,137
3169188,3169196,162
3169196,3169209,317
3169209,3169213,69
3169213,3169272,816
3169272,3169282,253
3169282,3169325,678
3169325,3169347,411
3169347,3169374,432
3169374,3169387,236
3169387,3169399,91
3169399,3169429,520
3169429,3169446,379
3169446,3169485,779
3169485,3169521,579
3169521,3169543,496
3169543,3169556,292
3169556,3169571,299
3169571,3169614,1053
3169614,3169629,290
3169629,3169634,101
3169634,3169676,1212
3169676,3169681,141
3169681,3169686,77
3169686,3169760,2435
3169760,3169775,388
3169775,3169796,656
3169796,3169817,617
3169817,3169898,4068
3169898,3169920,1407
3169920,3169921,132
3169921,3169996,6287
3169996,3170027,12140
3170027,3170063,6532
3170063,3170067,788
3170067,3170147,5679
3170147,3170153,128
3170153,3170195,1481
3170195,3170208,380
3170208,3170211,27
3170211,3170229,558
3170229,3170237,160
3170237,3170261,645
3170261,3170306,918
3170306,3170374,1882
3170374,3170410,861
3170410,3170637,4327
3170637,3170656,494
3170656,3170850,3393
3170850,3170870,253
3170870,3170886,293
3170886,3171056,2964
3171056,3171076,371
3171076,3171094,322
3171094,3171118,374
3171118,3171124,140
3171124,3171126,28
3171126,3171154,342
3171154,3171155,1
3171155,3171200,732
3171200,3171202,16
3171202,3171272,1012
3171272,3171305,513
3171305,3171327,419
3171327,3171359,561
3171359,3171360,28
3171360,3171392,647
3171392,3171393,6
3171393,3171481,1393
3171481,3171495,222
3171495,3171513,201
3171513,3171532,329
3171532,3171770,4135
3171770,3171787,452
3171787,3171904,2259
3171904,3171943,692
3171943,3171953,121
3171953,3171962,146
3171962,3171994,432
3171994,3172019,529
3172019,3172043,303
3172043,3172048,139
3172048,3172077,412
3172077,3172100,454
3172100,3172162,1039
3172162,3172173,157
3172173,3172189,313
3172189,3172251,1283
3172251,3172312,1187
3172312,3172357,710
3172357,3172362,52
3172362,3172403,630
3172403,3172410,208
3172410,3172413,60
3172413,3172461,1228
3172461,3172465,147
3172465,3172469,115
3172469,3172551,1842
3172551,3172567,362
3172567,3172637,1760
3172637,3172652,433
3172652,3172671,766
3172671,3172690,553
3172690,3172696,136
3172696,3172777,3711
3172777,3172948,21782
3172948,3172973,3052
3172973,3172987,2449
3172987,3172996,1130
3172996,3173019,1913
3173019,3173068,2192
3173068,3173075,286
3173075,3173127,2127
3173127,3173152,991
3173152,3173173,740
3173173,3173197,730
3173197,3173226,803
3173226,3173256,1033
3173256,3173276,540
3173276,3173296,486
3173296,3173322,441
3173322,3173323,75
3173323,3173359,670
3173359,3173379,334
3173379,3173391,170
3173391,3173400,140
3173400,3173440,804
3173440,3173454,373
3173454,3173485,825
3173485,3173496,181
3173496,3173508,278
3173508,3173772,4161
3173772,3173887,1853
3173887,3173950,973
3173950,3174018,1164
3174018,3174148,1788
3174148,3174159,278
3174159,3174230,1146
3174230,3174274,777
3174274,3174335,843
3174335,3174339,50
3174339,3174352,258
3174352,3174361,196
3174361,3174385,331
3174385,3174412,586
3174412,3174418,86
3174418,3174477,966
3174477,3174505,338
3174505,3174532,672
3174532,3174537,34
3174537,3174540,105
3174540,3174599,920
3174599,3174602,37
3174602,3174608,154
3174608,3174648,532
3174648,3174669,397
3174669,3174675,143
3174675,3174761,1336
3174761,3174893,2374
3174893,3174919,403
3174919,3174922,71
3174922,3174977,1116
3174977,3174997,358
3174997,3175008,149
3175008,3175025,234
3175025,3175055,501
3175055,3175063,151
3175063,3175071,187
3175071,3175128,1174
3175128,3175161,629
3175161,3175169,167
3175169,3175177,99
3175177,3175215,944
3175215,3175250,786
3175250,3175259,94
3175259,3175270,238
3175270,3175343,1714
3175343,3175432,2171
3175432,3175462,793
3175462,3175468,99
3175468,3175491,495
3175491,3175525,984
3175525,3175555,716
3175555,3175572,511
3175572,3175573,20
3175573,3175581,275
3175581,3175849,20350
3175849,3175861,4362
3175861,3175895,6572
3175895,3175905,1173
3175905,3175938,2346
3175938,3175948,498
3175948,3175991,2170
3175991,3176045,2337
3176045,3176055,232
3176055,3176070,305
3176070,3176126,1407
3176126,3176192,1807
3176192,3176228,796
3176228,3176264,718
3176264,3176268,126
3176268,3176273,65
3176273,3176281,134
3176281,3176355,1626
3176355,3176363,111
3176363,3176377,180
3176377,3176447,1097
3176447,3176449,31
3176449,3176521,1498
3176521,3176532,253
3176532,3176539,107
3176539,3176588,800
3176588,3176596,106
3176596,3176603,155
3176603,3176615,203
3176615,3176722,2051
3176722,3176761,768
3176761,3176781,289
3176781,3176789,64
3176789,3176873,1182
3176873,3176881,255
3176881,3176885,66
3176885,3176906,334
3176906,3177027,1982
3177027,3177046,264
3177046,3177079,589
3177079,3177135,1000
3177135,3177189,992
3177189,3177206,233
3177206,3177223,294
3177223,3177302,1289
3177302,3177321,345
3177321,3177405,1292
3177405,3177432,373
3177432,3177456,372
3177456,3177553,1547
3177553,3177560,92
3177560,3177620,742
3177620,3177642,415
3177642,3177699,702
3177699,3177745,804
3177745,3177749,170
3177749,3177773,530
3177773,3177802,448
3177802,3177826,461
3177826,3177848,291
3177848,3177871,370
3177871,3178018,2565
3178018,3178021,75
3178021,3178028,144
3178028,3178033,142
3178033,3178069,718
3178069,3178070,5
3178070,3178106,563
3178106,3178128,545
3178128,3178150,419
3178150,3178170,523
3178170,3178256,1806
3178256,3178332,1575
3178332,3178361,986
3178361,3178374,260
3178374,3178457,1933
3178457,3178492,868
3178492,3178498,165
3178498,3178556,1743
3178556,3178657,4212
3178657,3178684,1174
3178684,3178689,287
3178689,3178739,3238
3178739,3178867,23398
3178867,3178898,2397
3178898,3178939,1883
3178939,3178952,417
3178952,3178959,317
3178959,3178991,1033
3178991,3179041,1231
3179041,3179068,797
3179068,3179075,188
3179075,3179106,639
3179106,3179132,504
3179132,3179145,572
3179145,3179148,46
3179148,3179152,55
3179152,3179166,417
3179166,3179169,33
3179169,3179171,9
3179171,3179172,28
3179172,3179185,217
3179185,3179198,177
3179198,3179207,200
3179207,3179323,2707
3179323,3179324,7
3179324,3179328,135
3179328,3179377,809
3179377,3179403,378
3179403,3179407,57
3179407,3179412,238
3179412,3179428,385
3179428,3179455,271
3179455,3179472,363
3179472,3179581,2166
3179581,3179595,257
3179595,3179633,647
3179633,3179706,1342
3179706,3179709,47
3179709,3179715,95
3179715,3179726,169
3179726,3179784,1050
3179784,3179792,163
3179792,3179804,112
3179804,3179818,228
3179818,3179828,165
3179828,3179832,34
3179832,3179835,72
3179835,3179857,351
3179857,3179861,189
3179861,3179932,1345
3179932,3179953,241
3179953,3179985,672
3179985,3179988,20
3179988,3180102,1997
3180102,3180108,56
3180108,3180141,377
3180141,3180143,9
3180143,3180193,778
3180193,3180196,52
3180196,3180218,309
3180218,3180277,998
3180277,3180287,110
3180287,3180290,32
3180290,3180314,449
3180314,3180335,415
3180335,3180427,1260
3180427,3180449,404
3180449,3180493,627
3180493,3180502,134
3180502,3180570,1171
3180570,3180573,50
3180573,3180575,12
3180575,3180593,206
3180593,3180595,46
3180595,3180666,924
3180666,3180835,3161
3180835,3180852,231
3180852,3180895,877
3180895,3180899,75
3180899,3180929,505
3180929,3180941,266
3180941,3181017,1430
3181017,3181144,2637
3181144,3181152,93
3181152,3181156,40
3181156,3181169,186
3181169,3181170,33
3181170,3181171,2
3181171,3181183,282
3181183,3181199,380
3181199,3181209,207
3181209,3181245,758
3181245,3181259,168
3181259,3181332,1465
3181332,3181383,974
3181383,3181397,326
3181397,3181401,170
3181401,3181428,823
3181428,3181547,3747
3181547,3181586,1407
3181586,3181661,3277
3181661,3181664,237
3181664,3181838,28130
3181838,3181865,1232
3181865,3181893,1686
3181893,3181992,2914
3181992,3182057,1815
3182057,3182061,69
3182061,3182125,1971
3182125,3182171,808
3182171,3182176,210
3182176,3182293,2235
3182293,3182303,127
3182303,3182360,1074
3182360,3182389,638
3182389,3182391,43
3182391,3182415,472
3182415,3182438,321
3182438,3182461,469
3182461,3182462,30
3182462,3182530,1124
3182530,3182538,147
3182538,3182558,420
3182558,3182585,509
3182585,3182603,277
3182603,3182640,636
3182640,3182652,210
3182652,3182845,3493
3182845,3182872,368
3182872,3183014,2467
3183014,3183050,538
3183050,3183051,6
3183051,3183056,144
3183056,3183058,33
3183058,3183216,2359
3183216,3183246,462
3183246,3183252,85
3183252,3183363,1886
3183363,3183388,472
3183388,3183529,2486
3183529,3183559,525
3183559,3183561,34
3183561,3183655,1536
3183655,3183698,607
3183698,3183774,1175
3183774,3183805,498
3183805,3183822,267
3183822,3183832,119
3183832,3183857,531
3183857,3183864,182
3183864,3183873,169
3183873,3183887,216
3183887,3183937,856
3183937,3183944,43
3183944,3183948,54
3183948,3183993,686
3183993,3184001,204
3184001,3184039,1083
3184039,3184057,414
3184057,3184136,1646
3184136,3184179,1014
3184179,3184244,1319
3184244,3184263,381
3184263,3184274,263
3184274,3184276,77
3184276,3184278,29
3184278,3184387,2529
3184387,3184410,755
3184410,3184585,7412
3184585,3184908,33019
3184908,3184940,853
3184940,3184945,83
3184945,3184981,1009
3184981,3185059,1544
3185059,3185077,370
3185077,3185119,1081
3185119,3185144,533
3185144,3185201,1134
3185201,3185341,2865
3185341,3185372,460
3185372,3185473,2048
3185473,3185513,676
3185513,3185541,466
3185541,3185544,24
3185544,3185568,508
3185568,3185614,683
3185614,3185621,118
3185621,3185630,197
3185630,3185652,313
3185652,3185659,116
3185659,3185678,275
3185678,3185741,1042
3185741,3185760,268
3185760,3185814,806
3185814,3185832,366
3185832,3185894,1090
3185894,3185918,301
3185918,3185946,687
3185946,3186014,1134
3186014,3186087,1354
3186087,3186099,219
3186099,3186113,181
3186113,3186157,697
3186157,3186212,908
3186212,3186267,828
3186267,3186274,121
3186274,3186284,143
3186284,3186302,339
3186302,3186334,369
3186334,3186386,862
3186386,3186389,40
3186389,3186430,703
3186430,3186436,102
3186436,3186489,819
3186489,3186504,266
3186504,3186526,233
3186526,3186538,201
3186538,3186539,11
3186539,3186593,787
3186593,3186604,108
3186604,3186605,1
3186605,3186623,295
3186623,3186659,617
3186659,3186674,339
3186674,3186702,582
3186702,3186718,171
3186718,3186729,203
3186729,3186823,1543
3186823,3186883,1169
3186883,3186899,174
3186899,3186925,350
3186925,3186926,1
3186926,3186930,25
3186930,3186976,798
3186976,3187032,1177
3187032,3187056,404
3187056,3187077,451
3187077,3187096,307
3187096,3187107,222
3187107,3187120,198
3187120,3187329,4825
3187329,3187476,5013
3187476,3187653,23932
3187653,3187680,4685
3187680,3187732,3594
3187732,3187739,411
3187739,3187741,73
3187741,3187803,3140
3187803,3187938,3590
3187938,3188015,2174
3188015,3188019,67
3188019,3188097,1392
3188097,3188144,1026
3188144,3188303,3051
3188303,3188323,357
3188323,3188340,331
3188340,3188355,122
3188355,3188361,129
3188361,3188406,875
3188406,3188451,570
3188451,3188458,107
3188458,3188521,993
3188521,3188542,434
3188542,3188616,1082
3188616,3188625,101
3188625,3188643,234
3188643,3188644,4
3188644,3188647,47
3188647,3188666,402
3188666,3188693,433
3188693,3188760,1175
3188760,3188809,851
3188809,3188837,535
3188837,3188908,1057
3188908,3188929,333
3188929,3188997,1174
3188997,3189151,2494
3189151,3189181,518
3189181,3189186,156
3189186,3189200,303
3189200,3189208,101
3189208,3189323,2237
3189323,3189347,333
3189347,3189356,196
3189356,3189393,512
3189393,3189400,146
3189400,3189482,1560
3189482,3189544,991
3189544,3189563,253
3189563,3189568,63
3189568,3189569,11
3189569,3189601,421
3189601,3189605,82
3189605,3189638,678
3189638,3189673,571
3189673,3189693,309
3189693,3189725,523
3189725,3189857,2386
3189857,3189860,112
3189860,3189871,190
3189871,3189879,108
3189879,3189888,164
3189888,3189890,32
3189890,3189898,347
3189898,3189924,448
3189924,3189925,8
3189925,3189953,610
3189953,3190083,3383
3190083,3190105,573
3190105,3190109,42
3190109,3190144,893
3190144,3190169,720
3190169,3190179,248
3190179,3190234,1784
3190234,3190325,3673
3190325,3190330,195
3190330,3190360,1371
3190360,3190361,26
3190361,3190389,1831
3190389,3190394,110
3190394,3190515,19342
3190515,3190543,4894
3190543,3190633,5639
3190633,3190647,667
3190647,3190721,2604
3190721,3190723,29
3190723,3190776,1437
3190776,3190841,1784
3190841,3190884,1211
3190884,3190902,271
3190902,3190957,1198
3190957,3190971,233
3190971,3191014,764
3191014,3191071,1077
3191071,3191114,563
3191114,3191234,2154
3191234,3191318,1746
3191318,3191327,200
3191327,3191381,988
3191381,3191466,1437
3191466,3191480,282
3191480,3191493,133
3191493,3191540,975
3191540,3191584,712
3191584,3191695,2068
3191695,3191750,1134
3191750,3191755,107
3191755,3191846,1426
3191846,3191853,80
3191853,3191869,396
3191869,3191870,11
3191870,3191902,634
3191902,3191920,444
3191920,3191932,254
3191932,3192009,1413
3192009,3192019,111
3192019,3192038,346
3192038,3192066,441
3192066,3192105,690
3192105,3192107,5
3192107,3192174,925
3192174,3192223,812
3192223,3192241,316
3192241,3192256,234
3192256,3192304,723
3192304,3192319,146
3192319,3192369,845
3192369,3192385,399
3192385,3192543,3133
3192543,3192595,746
3192595,3192597,62
3192597,3192601,58
3192601,3192607,122
3192607,3192714,1905
3192714,3192720,87
3192720,3192734,367
3192734,3192770,745
3192770,3192819,874
3192819,3192850,531
3192850,3192883,629
3192883,3192921,1048
3192921,3192943,395
3192943,3192950,177
3192950,3192997,1200
3192997,3193110,2523
3193110,3193123,328
3193123,3193174,1649
3193174,3193258,3634
3193258,3193293,2375
3193293,3193377,15083
3193377,3193382,2781
3193382,3193422,7322
3193422,3193428,702
3193428,3193462,2516
3193462,3193465,149
3193465,3193481,804
3193481,3193507,1328
3193507,3193509,150
3193509,3193512,95
3193512,3193517,300
3193517,3193566,1860
3193566,3193569,121
3193569,3193628,1292
3193628,3193668,875
3193668,3193700,621
3193700,3193731,499
3193731,3193766,773
3193766,3193852,1662
3193852,3193924,1276
3193924,3193983,1259
3193983,3194000,197
3194000,3194030,512
3194030,3194057,516
3194057,3194146,1525
3194146,3194183,766
3194183,3194191,181
3194191,3194203,179
3194203,3194216,246
3194216,3194226,243
3194226,3194291,1210
3194291,3194305,311
3194305,3194307,9
3194307,3194349,572
3194349,3194384,570
3194384,3194387,56
3194387,3194389,36
3194389,3194453,1081
3194453,3194457,41
3194457,3194480,357
3194480,3194514,542
3194514,3194550,524
3194550,3194561,152
3194561,3194650,1198
3194650,3194656,147
3194656,3194711,962
3194711,3194801,1342
3194801,3194812,178
3194812,3194872,795
3194872,3194902,395
3194902,3194945,816
3194945,3195022,1193
3195022,3195029,122
3195029,3195049,357
3195049,3195058,111
3195058,3195119,1072
3195119,3195120,17
3195120,3195133,220
3195133,3195173,527
3195173,3195204,453
3195204,3195223,275
3195223,3195352,1839
3195352,3195407,793
3195407,3195438,334
3195438,3195444,106
3195444,3195452,87
3195452,3195469,410
3195469,3195554,1394
3195554,3195556,22
3195556,3195586,526
3195586,3195592,135
3195592,3195596,25
3195596,3195627,745
3195627,3195692,1285
3195692,3195700,205
3195700,3195760,1283
3195760,3195774,293
3195774,3195834,1324
3195834,3195874,688
3195874,3195988,2428
3195988,3196001,388
3196001,3196007,209
3196007,3196046,1140
3196046,3196068,672
3196068,3196085,639
3196085,3196125,1014
3196125,3196128,155
3196128,3196131,45
3196131,3196134,41
3196134,3196234,4557
3196234,3196252,1140
3196252,3196253,118
3196253,3196269,822
3196269,3196371,15196
3196371,3196375,1224
3196375,3196376,502
3196376,3196377,145
3196377,3196385,3661
3196385,3196463,8170
3196463,3196524,1783
3196524,3196593,2144
3196593,3196634,1305
3196634,3196703,1701
3196703,3196733,651
3196733,3196765,925
3196765,3196783,293
3196783,3196797,204
3196797,3196807,283
3196807,3196831,412
3196831,3196932,1879
3196932,3196937,74
3196937,3196983,1069
3196983,3197012,515
3197012,3197035,394
3197035,3197103,1080
3197103,3197124,318
3197124,3197143,301
3197143,3197170,322
3197170,3197246,1072
3197246,3197253,143
3197253,3197285,484
3197285,3197289,85
3197289,3197322,480
3197322,3197376,821
3197376,3197413,770
3197413,3197469,967
3197469,3197533,1223
3197533,3197608,1422
3197608,3197633,406
3197633,3197641,116
3197641,3197650,116
3197650,3197658,61
3197658,3197677,424
3197677,3197694,224
3197694,3197698,76
3197698,3197717,390
3197717,3197784,1110
3197784,3197888,1731
3197888,3197891,26
3197891,3197895,65
3197895,3197896,9
3197896,3197918,253
3197918,3197979,1091
3197979,3197990,226
3197990,3198085,1431
3198085,3198119,656
3198119,3198171,929
3198171,3198196,437
3198196,3198204,100
3198204,3198221,168
3198221,3198284,1017
3198284,3198316,364
3198316,3198448,2081
3198448,3198466,420
3198466,3198505,796
3198505,3198544,769
3198544,3198597,512
3198597,3198602,54
3198602,3198645,955
3198645,3198673,541
3198673,3198679,181
3198679,3198681,8
3198681,3198682,4
3198682,3198777,1437
3198777,3198803,424
3198803,3198808,39
3198808,3198822,398
3198822,3198835,288
3198835,3198860,722
3198860,3198919,1302
3198919,3198962,960
3198962,3198988,643
3198988,3198991,91
3198991,3199049,1701
3199049,3199186,4961
3199186,3199199,1025
3199199,3199315,15274
3199315,3199341,6700
3199341,3199354,2938
3199354,3199378,3580
3199378,3199397,1381
3199397,3199398,101
3199398,3199401,275
3199401,3199415,514
3199415,3199435,1123
3199435,3199450,564
3199450,3199451,3
3199451,3199458,283
3199458,3199460,36
3199460,3199468,614
3199468,3199472,93
3199472,3199508,1197
3199508,3199550,1597
3199550,3199596,1220
3199596,3199602,76
3199602,3199609,151
3199609,3199627,331
3199627,3199640,295
3199640,3199777,3199
3199777,3199793,247
3199793,3199816,619
3199816,3199895,1546
3199895,3199903,137
3199903,3199931,655
3199931,3199952,432
3199952,3199981,404
3199981,3200013,467
3200013,3200019,153
3200019,3200067,896
3200067,3200099,680
3200099,3200110,253
3200110,3200115,81
3200115,3200129,316
3200129,3200140,152
3200140,3200143,58
3200143,3200151,119
3200151,3200186,568
3200186,3200263,1149
3200263,3200276,201
3200276,3200295,382
3200295,3200331,750
3200331,3200339,113
3200339,3200344,93
3200344,3200391,683
3200391,3200411,332
3200411,3200481,1194
3200481,3200499,200
3200499,3200550,863
3200550,3200604,871
3200604,3200651,821
3200651,3200703,844
3200703,3200821,2117
3200821,3200853,485
3200853,3200938,1398
3200938,3200955,345
3200955,3200959,100
3200959,3200961,6
3200961,3201014,913
3201014,3201043,467
3201043,3201106,996
3201106,3201139,613
3201139,3201142,55
3201142,3201188,902
3201188,3201211,506
3201211,3201274,1239
3201274,3201331,1058
3201331,3201362,456
3201362,3201375,374
3201375,3201379,97
3201379,3201426,769
3201426,3201478,1009
3201478,3201480,36
3201480,3201489,112
3201489,3201564,1727
3201564,3201586,400
3201586,3201636,994
3201636,3201667,644
3201667,3201668,35
3201668,3201766,2378
3201766,3201790,674
3201790,3201938,4667
3201938,3202016,2758
3202016,3202228,30473
3202228,3202281,2917
3202281,3202330,1635
3202330,3202381,1853
3202381,3202382,11
3202382,3202392,232
3202392,3202408,282
3202408,3202494,1987
3202494,3202503,179
3202503,3202690,4701
3202690,3202728,632
3202728,3202767,795
3202767,3202823,1164
3202823,3202932,2292
3202932,3202935,75
3202935,3202952,316
3202952,3203070,2409
3203070,3203075,124
3203075,3203088,274
3203088,3203166,1613
3203166,3203208,570
3203208,3203215,139
3203215,3203219,56
3203219,3203237,231
3203237,3203259,297
3203259,3203267,134
3203267,3203279,230
3203279,3203284,26
3203284,3203298,220
3203298,3203302,146
3203302,3203345,727
3203345,3203374,492
3203374,3203377,65
3203377,3203416,706
3203416,3203430,223
3203430,3203442,184
3203442,3203461,205
3203461,3203469,140
3203469,3203488,346
3203488,3203501,259
3203501,3203525,292
3203525,3203530,79
3203530,3203544,390
3203544,3203561,478
3203561,3203563,21
3203563,3203569,129
3203569,3203590,335
3203590,3203611,383
3203611,3203645,620
3203645,3203751,1776
3203751,3203805,979
3203805,3203856,895
3203856,3203893,796
3203893,3203934,554
3203934,3204083,2526
3204083,3204251,3651
3204251,3204287,781
3204287,3204319,542
3204319,3204368,1070
3204368,3204377,112
3204377,3204378,29
3204378,3204406,493
3204406,3204474,1920
3204474,3204672,5529
3204672,3204674,54
3204674,3204795,5735
3204795,3204826,3599
3204826,3204857,4867
3204857,3204867,1169
3204867,3204907,11668
3204907,3204984,7179
3204984,3205114,5194
3205114,3205154,1306
3205154,3205181,501
3205181,3205308,3330
3205308,3205343,863
3205343,3205369,454
3205369,3205374,191
3205374,3205383,136
3205383,3205405,401
3205405,3205457,1138
3205457,3205485,624
3205485,3205510,538
3205510,3205542,587
3205542,3205571,574
3205571,3205599,474
3205599,3205613,210
3205613,3205711,1938
3205711,3205734,369
3205734,3205745,163
3205745,3205747,20
3205747,3205768,278
3205768,3205786,289
3205786,3205815,478
3205815,3205845,500
3205845,3205862,211
3205862,3205887,397
3205887,3205900,263
3205900,3205901,35
3205901,3205916,286
3205916,3205935,264
3205935,3205956,529
3205956,3206236,4981
3206236,3206279,620
3206279,3206287,169
3206287,3206321,527
3206321,3206398,1349
3206398,3206515,1878
3206515,3206592,1399
3206592,3206600,99
3206600,3206622,391
3206622,3206664,926
3206664,3206676,157
3206676,3206719,744
3206719,3206944,3908
3206944,3207038,1580
3207038,3207106,1285
3207106,3207119,341
3207119,3207122,26
3207122,3207123,1
3207123,3207138,504
3207138,3207186,966
3207186,3207205,492
3207205,3207216,193
3207216,3207241,495
3207241,3207276,607
3207276,3207293,383
3207293,3207311,414
3207311,3207315,119
3207315,3207372,1787
3207372,3207389,484
3207389,3207424,1422
3207424,3207515,3666
3207515,3207607,6257
3207607,3207752,25657
3207752,3207787,1647
3207787,3207843,2081
3207843,3207874,952
3207874,3207909,1178
3207909,3207995,2290
3207995,3208001,181
3208001,3208007,76
3208007,3208085,1947
3208085,3208112,700
3208112,3208155,568
3208155,3208171,471
3208171,3208178,191
3208178,3208180,26
3208180,3208187,200
3208187,3208218,734
3208218,3208275,1422
3208275,3208288,213
3208288,3208289,0
3208289,3208314,406
3208314,3208337,375
3208337,3208344,137
3208344,3208367,391
3208367,3208369,5
3208369,3208420,821
3208420,3208441,386
3208441,3208448,125
3208448,3208493,838
3208493,3208509,232
3208509,3208551,696
3208551,3208572,214
3208572,3208586,311
3208586,3208637,713
3208637,3208689,877
3208689,3208703,163
3208703,3208757,666
3208757,3208771,347
3208771,3208827,955
3208827,3208889,1402
3208889,3208963,1301
3208963,3209071,1605
3209071,3209157,1597
3209157,3209277,2177
3209277,3209302,392
3209302,3209310,83
3209310,3209373,1152
3209373,3209417,687
3209417,3209471,863
3209471,3209503,487
3209503,3209574,1232
3209574,3209575,13
3209575,3209648,1100
3209648,3209722,1192
3209722,3209781,1010
3209781,3209812,562
3209812,3209826,235
3209826,3209893,1611
3209893,3209907,356
3209907,3209945,776
3209945,3210062,2467
3210062,3210116,956
3210116,3210117,5
3210117,3210131,281
3210131,3210137,57
3210137,3210291,4939
3210291,3210333,1673
3210333,3210343,590
3210343,3210580,30554
3210580,3210598,1471
3210598,3210607,669
3210607,3210615,326
3210615,3210623,440
3210623,3210676,2014
3210676,3210698,667
3210698,3210703,330
3210703,3210720,498
3210720,3210740,671
3210740,3210743,23
3210743,3210755,437
3210755,3210845,2398
3210845,3210926,2230
3210926,3211036,1993
3211036,3211054,257
3211054,3211108,1129
3211108,3211125,278
3211125,3211128,17
3211128,3211144,178
3211144,3211156,326
3211156,3211168,220
3211168,3211183,196
3211183,3211226,805
3211226,3211317,1665
3211317,3211343,396
3211343,3211466,1879
3211466,3211489,456
3211489,3211507,315
3211507,3211513,91
3211513,3211524,155
3211524,3211553,541
3211553,3211577,371
3211577,3211593,190
3211593,3211615,335
3211615,3211657,694
3211657,3211715,1093
3211715,3211723,172
3211723,3211735,231
3211735,3211767,501
3211767,3211817,979
3211817,3211826,86
3211826,3211835,194
3211835,3211920,1199
3211920,3211922,122
3211922,3211941,278
3211941,3211999,1200
3211999,3212059,1112
3212059,3212146,1818
3212146,3212214,981
3212214,3212255,496
3212255,3212279,353
3212279,3212325,720
3212325,3212398,1219
3212398,3212466,1110
3212466,3212481,232
3212481,3212533,913
3212533,3212550,406
3212550,3212601,772
3212601,3212603,15
3212603,3212605,23
3212605,3212613,141
3212613,3212705,2194
3212705,3212739,465
3212739,3212778,885
3212778,3212782,119
3212782,3212796,323
3212796,3212828,642
3212828,3212857,871
3212857,3212875,380
3212875,3212894,421
3212894,3213044,3378
3213044,3213138,2489
3213138,3213156,706
3213156,3213170,458
3213170,3213335,10069
3213335,3213346,3240
3213346,3213382,9581
3213382,3213398,4579
3213398,3213399,75
3213399,3213443,4339
3213443,3213445,212
3213445,3213489,2482
3213489,3213495,169
3213495,3213754,7549
3213754,3213821,1553
3213821,3213857,805
3213857,3213900,778
3213900,3213912,358
3213912,3213951,782
3213951,3214105,2972
3214105,3214118,253
3214118,3214177,1000
3214177,3214237,1222
3214237,3214291,909
3214291,3214307,309
3214307,3214325,276
3214325,3214350,464
3214350,3214362,205
3214362,3214377,324
3214377,3214447,1221
3214447,3214461,235
3214461,3214463,84
3214463,3214481,229
3214481,3214531,841
3214531,3214532,19
3214532,3214586,922
3214586,3214687,2060
3214687,3214698,260
3214698,3214705,88
3214705,3214726,370
3214726,3214727,7
3214727,3214770,492
3214770,3214771,4
3214771,3214785,220
3214785,3214806,379
3214806,3214922,1961
3214922,3214938,258
3214938,3214943,118
3214943,3214981,595
3214981,3214984,42
3214984,3214988,103
3214988,3215121,2053
3215121,3215150,457
3215150,3215249,1809
3215249,3215282,503
3215282,3215326,695
3215326,3215348,306
3215348,3215391,632
3215391,3215406,334
3215406,3215436,543
3215436,3215456,411
3215456,3215457,35
3215457,3215466,85
3215466,3215482,265
3215482,3215496,165
3215496,3215500,94
3215500,3215529,612
3215529,3215560,635
3215560,3215593,645
3215593,3215604,256
