customer_id,n_cards,n_txns,first_seen,last_seen
C00980,1,1,2016-09-18 18:03:06,2016-09-18 18:03:06
C00981,1,2,2016-07-21 20:35:17,2016-07-21 20:58:09
C00982,1,5,2016-07-10 20:01:34,2016-08-07 02:09:27
C00983,1,17,2016-07-03 22:35:50,2016-12-27 14:52:17
C00984,1,3,2016-08-10 19:41:55,2016-11-09 20:37:39
C00985,1,3,2016-07-27 01:18:31,2016-10-23 23:54:02
C00986,1,129,2016-07-04 18:38:14,2016-12-31 17:54:13
C00987,1,3,2016-08-31 02:01:26,2016-11-02 08:01:38
C00988,1,12,2016-08-24 23:14:34,2016-12-22 13:32:08
C00989,1,6,2016-07-06 23:12:36,2016-11-28 17:45:19
C00990,1,2,2016-07-05 16:36:05,2016-07-18 20:13:08
C00991,1,1,2016-09-21 13:32:54,2016-09-21 13:32:54
C00992,1,10,2016-07-13 02:37:19,2016-11-05 18:18:47
C00993,1,14,2016-08-19 20:30:26,2016-12-14 20:24:27
C00994,1,1,2016-07-05 04:55:10,2016-07-05 04:55:10
C00995,1,12,2016-07-06 18:00:28,2016-12-28 01:06:33
C00996,1,1,2016-09-23 19:48:20,2016-09-23 19:48:20
C00997,1,13,2016-07-14 15:30:34,2016-12-20 11:06:29
C00998,1,32,2016-07-04 17:22:41,2016-12-26 20:27:28
C00999,1,11,2016-07-16 13:33:22,2016-10-07 16:35:17
C01000,1,2,2016-07-12 03:04:07,2016-07-23 02:07:45
C01001,1,6,2016-07-22 18:31:26,2016-12-07 12:06:16
C01002,1,202,2016-07-02 22:33:31,2016-12-29 05:01:34
C01003,1,1,2016-08-11 16:57:16,2016-08-11 16:57:16
C01004,1,17,2016-07-15 13:07:11,2016-12-23 23:51:06
C01005,1,11,2016-07-08 19:00:22,2016-12-15 23:30:15
C01006,1,9,2016-07-07 16:07:02,2016-12-16 19:48:51
C01007,1,12,2016-07-27 21:14:35,2016-12-02 20:35:38
C01008,1,14,2016-07-10 18:12:02,2016-11-04 19:51:25
C01009,1,1,2016-08-29 01:33:16,2016-08-29 01:33:16
C01010,1,197,2016-07-02 17:03:31,2016-12-28 18:09:46
C01011,1,6,2016-07-05 13:22:24,2016-09-26 17:55:51
C01012,1,7,2016-08-02 19:50:59,2016-11-05 22:16:46
C01013,1,3,2016-10-16 21:01:26,2016-12-29 23:35:17
C01014,1,5,2016-07-06 22:08:07,2016-12-12 22:54:53
C01015,1,1,2016-07-22 19:43:11,2016-07-22 19:43:11
C01016,1,57,2016-07-06 22:38:41,2016-12-31 03:02:55
C01017,1,6,2016-07-19 00:01:45,2016-11-17 20:02:12
C01018,1,8,2016-07-08 14:58:20,2016-12-24 21:45:49
C01019,1,2,2016-07-16 21:10:32,2016-07-17 20:01:57
C01020,1,2,2016-07-14 16:11:07,2016-09-08 18:16:08
C01021,1,3,2016-08-14 20:37:08,2016-10-04 22:36:11
C01022,1,2,2016-10-23 14:23:11,2016-11-24 01:20:52
C01023,1,1,2016-07-22 20:59:02,2016-07-22 20:59:02
C01024,1,1,2016-09-08 12:39:06,2016-09-08 12:39:06
C01025,1,2,2016-07-20 13:58:44,2016-08-08 13:18:37
C01026,1,12,2016-07-05 17:51:42,2016-12-19 13:20:30
C01027,1,8,2016-07-15 22:49:36,2016-09-04 17:44:36
C01028,1,4,2016-07-18 21:52:11,2016-12-21 19:50:42
C01029,1,2,2016-11-05 12:44:57,2016-11-23 21:30:07
C01030,1,18,2016-07-09 18:03:40,2016-12-09 15:31:24
C01031,1,111,2016-07-05 00:44:24,2016-12-31 18:08:42
C01032,1,3,2016-07-04 20:08:35,2016-08-07 02:16:01
C01033,1,7,2016-07-20 20:11:55,2016-12-27 15:14:18
C01034,1,19,2016-07-08 22:00:53,2016-10-15 15:09:00
C01035,1,13,2016-07-08 19:40:52,2016-12-13 20:48:21
C01036,1,5,2016-07-03 05:16:16,2016-11-27 19:59:04
C01037,1,2,2016-09-04 14:35:41,2016-11-29 04:48:25
C01038,1,3,2016-11-04 14:15:49,2016-12-24 21:55:31
C01039,1,1,2016-11-03 01:16:49,2016-11-03 01:16:49
C01040,2,652,2016-07-06 00:32:38,2016-12-31 23:15:45
C01041,1,112,2016-07-07 19:30:49,2016-12-31 01:11:32
C01042,1,1,2016-10-20 23:30:54,2016-10-20 23:30:54
C01043,1,1,2016-10-15 01:48:28,2016-10-15 01:48:28
C01044,1,1,2016-07-30 20:51:48,2016-07-30 20:51:48
C01045,1,2,2016-07-21 17:44:30,2016-07-21 20:00:36
C01046,1,1,2016-08-08 16:27:23,2016-08-08 16:27:23
C01047,1,17,2016-07-05 19:10:16,2016-12-01 04:38:55
C01048,1,77,2016-07-02 01:29:54,2016-12-25 18:08:27
C01049,1,3,2016-07-29 04:56:34,2016-09-10 18:07:52
C01050,1,8,2016-07-06 02:26:00,2016-12-15 21:06:22
C01051,1,11,2016-09-16 17:50:42,2016-12-22 18:55:45
C01052,1,1,2016-12-24 17:07:27,2016-12-24 17:07:27
C01053,1,35,2016-07-06 17:27:08,2016-12-22 22:43:38
C01054,1,1,2016-10-05 18:09:22,2016-10-05 18:09:22
C01055,1,1,2016-09-29 05:22:25,2016-09-29 05:22:25
C01056,1,3,2016-07-06 16:13:03,2016-10-24 16:38:22
C01057,2,12,2016-09-05 15:41:56,2016-12-03 01:06:29
C01058,1,1,2016-07-06 04:17:19,2016-07-06 04:17:19
C01059,1,8,2016-07-10 01:29:10,2016-08-05 13:18:03
C01060,1,1,2016-07-09 00:54:56,2016-07-09 00:54:56
C01061,1,2,2016-07-02 17:24:07,2016-07-13 18:52:23
C01062,1,1,2016-07-14 08:01:19,2016-07-14 08:01:19
C01063,2,59,2016-07-05 01:16:03,2016-12-31 01:56:10
C01064,1,7,2016-08-04 19:07:27,2016-12-16 20:35:35
C01065,1,5,2016-07-12 02:35:38,2016-12-22 23:02:19
C01066,1,22,2016-07-11 01:17:13,2016-12-29 17:36:46
C01067,1,6,2016-07-21 23:05:07,2016-12-08 02:05:41
C01068,1,32,2016-07-13 21:40:08,2016-08-24 13:57:10
C01069,1,5,2016-07-28 17:45:00,2016-08-31 18:53:06
C01070,1,12,2016-07-09 17:18:39,2016-12-10 03:26:01
C01071,1,4,2016-07-23 21:59:28,2016-12-07 04:34:05
C01072,1,4,2016-07-11 19:30:56,2016-11-23 23:31:13
C01073,1,1,2016-09-02 18:59:14,2016-09-02 18:59:14
C01074,1,1,2016-11-11 02:41:05,2016-11-11 02:41:05
C01075,1,1,2016-11-01 00:09:58,2016-11-01 00:09:58
C01076,1,1,2016-07-20 21:56:43,2016-07-20 21:56:43
C01077,1,12,2016-07-11 20:16:45,2016-11-19 02:26:42
C01078,1,5,2016-07-19 23:40:39,2016-11-27 19:32:34
C01079,1,5,2016-07-25 00:33:54,2016-12-25 01:49:40
C01080,1,2,2016-12-22 19:03:33,2016-12-22 19:13:59
C01081,1,1,2016-12-09 13:48:51,2016-12-09 13:48:51
C01082,1,9,2016-07-23 11:56:17,2016-11-28 11:54:51
C01083,1,3,2016-10-01 23:37:51,2016-10-11 16:00:01
C01084,1,1,2016-12-26 23:16:08,2016-12-26 23:16:08
C01085,1,5,2016-07-24 23:53:18,2016-12-06 19:10:47
C01086,1,1,2016-10-22 01:22:31,2016-10-22 01:22:31
C01087,1,1,2016-08-02 19:36:14,2016-08-02 19:36:14
C01088,1,4,2016-12-10 15:08:25,2016-12-23 22:58:30
C01089,1,1,2016-08-25 22:46:33,2016-08-25 22:46:33
C01090,1,17,2016-07-14 22:39:28,2016-12-20 22:31:12
C01091,1,7,2016-07-21 07:05:37,2016-10-24 22:33:50
C01092,1,1,2016-12-22 17:12:56,2016-12-22 17:12:56
C01093,1,3,2016-08-24 20:28:45,2016-08-25 07:22:00
C01094,1,1,2016-07-20 19:43:49,2016-07-20 19:43:49
C01095,1,1,2016-07-24 15:08:41,2016-07-24 15:08:41
C01096,1,1,2016-07-03 16:08:00,2016-07-03 16:08:00
C01097,1,1,2016-10-27 19:36:15,2016-10-27 19:36:15
C01098,1,1,2016-11-16 12:23:20,2016-11-16 12:23:20
C01099,1,45,2016-07-07 21:58:52,2016-12-21 17:38:03
C01100,1,1,2016-08-20 17:09:33,2016-08-20 17:09:33
C01101,1,5,2016-09-17 00:08:05,2016-12-17 17:03:58
C01102,2,10,2016-07-17 03:38:22,2016-12-23 00:07:32
C01103,1,1,2016-12-01 21:05:16,2016-12-01 21:05:16
C01104,2,664,2016-07-06 01:15:38,2016-12-31 19:05:22
C01105,1,23,2016-07-07 23:05:00,2016-12-31 21:13:16
C01106,1,5,2016-08-09 01:52:15,2016-10-07 15:00:41
C01107,1,2,2016-09-28 04:06:06,2016-12-26 01:59:20
C01108,1,5,2016-08-09 00:17:03,2016-12-26 07:54:13
C01109,2,3929,2016-07-02 00:33:07,2016-12-28 23:55:22
C01110,1,50,2016-07-02 17:16:12,2016-12-15 21:15:00
C01111,1,4,2016-08-07 21:21:37,2016-08-18 21:36:06
C01112,1,2,2016-07-16 02:53:13,2016-07-27 19:48:23
C01113,1,2,2016-10-14 16:56:53,2016-12-19 19:16:24
C01114,1,1,2016-10-08 11:58:17,2016-10-08 11:58:17
C01115,1,25,2016-07-23 03:46:25,2016-12-29 02:30:09
C01116,2,1014,2016-07-06 12:00:30,2016-12-31 22:25:17
C01117,1,5,2016-07-28 05:08:33,2016-07-28 15:13:19
C01118,1,19,2016-07-11 01:31:45,2016-12-30 18:42:54
C01119,2,3560,2016-07-03 00:04:01,2016-12-31 22:28:30
C01120,1,3,2016-10-19 14:24:32,2016-11-30 15:09:01
C01121,1,17,2016-07-18 17:09:40,2016-12-27 14:33:49
C01122,1,4,2016-07-03 23:13:10,2016-08-04 10:12:47
C01123,1,6,2016-07-09 14:59:40,2016-12-02 17:42:05
C01124,1,1,2016-11-25 00:56:18,2016-11-25 00:56:18
C01125,1,3,2016-11-30 09:06:32,2016-12-22 22:24:33
C01126,1,16,2016-07-03 15:06:33,2016-09-02 15:30:12
C01127,1,1,2016-11-08 07:29:37,2016-11-08 07:29:37
C01128,2,41,2016-07-10 15:49:52,2016-12-31 03:17:57
C01129,1,6,2016-07-14 18:36:24,2016-11-04 20:28:16
C01130,1,1,2016-08-01 00:31:53,2016-08-01 00:31:53
C01131,1,28,2016-07-09 21:24:04,2016-12-26 15:31:40
C01132,1,1,2016-12-31 17:19:11,2016-12-31 17:19:11
C01133,1,3,2016-07-24 15:37:33,2016-12-21 21:28:14
C01134,1,5,2016-08-24 04:31:03,2016-11-19 01:58:00
C01135,1,13,2016-07-08 17:05:46,2016-12-23 15:03:39
C01136,1,1,2016-10-15 22:20:10,2016-10-15 22:20:10
C01137,1,30,2016-07-09 15:38:08,2016-12-28 23:03:21
C01138,2,1116,2016-07-03 03:50:04,2016-12-31 21:18:38
C01139,1,1,2016-08-20 22:57:14,2016-08-20 22:57:14
C01140,1,5,2016-07-15 21:43:28,2016-10-05 02:16:34
C01141,1,6,2016-07-26 01:07:13,2016-10-23 00:43:20
C01142,1,15,2016-07-19 20:45:19,2016-12-17 13:16:24
C01143,1,3,2016-07-05 14:26:28,2016-12-16 17:49:57
C01144,1,7,2016-07-09 18:15:04,2016-12-02 03:18:13
C01145,1,5,2016-07-06 15:11:32,2016-12-21 21:28:46
C01146,1,1,2016-08-04 22:09:53,2016-08-04 22:09:53
C01147,1,7,2016-07-08 19:21:15,2016-12-30 02:32:36
C01148,1,15,2016-07-13 02:04:33,2016-12-13 16:33:16
C01149,1,3,2016-07-18 17:23:22,2016-08-24 04:06:46
C01150,1,4,2016-11-30 02:34:09,2016-12-13 01:43:46
C01151,1,1,2016-11-04 16:09:26,2016-11-04 16:09:26
C01152,1,11,2016-07-05 01:06:14,2016-11-14 01:54:17
C01153,1,2,2016-07-08 20:37:00,2016-08-18 01:34:41
C01154,1,339,2016-07-02 01:51:51,2016-12-27 03:34:11
C01155,2,5334,2016-07-06 01:19:18,2016-12-31 23:25:01
C01156,1,1,2016-07-20 20:46:36,2016-07-20 20:46:36
C01157,1,2,2016-07-21 23:18:07,2016-12-03 11:29:08
C01158,1,3,2016-08-04 21:48:53,2016-08-28 18:36:16
C01159,1,1,2016-12-23 02:08:00,2016-12-23 02:08:00
C01160,1,2,2016-08-02 22:38:37,2016-10-12 19:25:27
C01161,1,24,2016-07-11 18:55:13,2016-12-14 12:32:14
C01162,1,82,2016-07-10 23:59:36,2016-12-31 20:12:38
C01163,2,7,2016-07-04 19:31:46,2016-12-08 01:53:11
C01164,1,13,2016-09-27 21:16:34,2016-12-27 21:04:49
C01165,1,2,2016-07-28 15:44:12,2016-11-11 15:42:19
C01166,1,12,2016-07-07 22:35:15,2016-12-18 13:52:37
C01167,1,1,2016-09-12 20:00:02,2016-09-12 20:00:02
C01168,1,5,2016-08-15 02:27:56,2016-12-19 01:09:41
C01169,1,73,2016-07-08 19:39:26,2016-12-30 14:28:20
C01170,1,2,2016-11-12 22:51:21,2016-11-23 02:42:39
C01171,1,2,2016-07-15 22:38:23,2016-08-16 22:43:22
C01172,1,16,2016-07-17 14:53:41,2016-12-17 18:50:10
C01173,1,2,2016-07-15 07:22:15,2016-10-04 19:36:21
C01174,1,2,2016-07-20 00:44:20,2016-09-26 21:08:10
C01175,1,1,2016-07-08 16:24:42,2016-07-08 16:24:42
C01176,1,7,2016-07-11 22:53:59,2016-12-26 13:10:07
C01177,1,2,2016-08-18 01:50:38,2016-10-23 22:29:20
C01178,1,7,2016-08-03 23:22:33,2016-12-30 17:05:24
C01179,1,42,2016-07-03 17:54:34,2016-12-21 12:02:44
C01180,1,15,2016-07-20 13:40:08,2016-12-26 14:51:15
C01181,1,3,2016-09-10 18:07:12,2016-12-06 02:13:09
C01182,1,236,2016-07-05 13:46:48,2016-12-31 21:18:49
C01183,1,4,2016-07-24 22:10:40,2016-12-02 04:18:32
C01184,1,2,2016-07-19 03:33:32,2016-10-07 03:49:15
C01185,1,49,2016-07-15 04:32:18,2016-12-31 18:43:33
C01186,1,5,2016-07-11 00:57:48,2016-08-27 17:29:44
C01187,1,2,2016-12-23 11:57:16,2016-12-24 17:21:56
C01188,1,227,2016-07-05 14:21:46,2016-12-31 16:09:37
C01189,1,1,2016-11-04 19:29:11,2016-11-04 19:29:11
C01190,1,1,2016-10-31 23:15:18,2016-10-31 23:15:18
C01191,1,4,2016-11-05 00:13:34,2016-11-05 00:35:48
C01192,1,1,2016-09-02 15:39:25,2016-09-02 15:39:25
C01193,1,8,2016-07-22 17:06:52,2016-11-29 15:03:34
C01194,1,8,2016-09-10 00:33:09,2016-12-26 13:35:50
C01195,1,6,2016-10-03 17:18:02,2016-11-28 14:15:36
C01196,1,14,2016-07-21 19:37:42,2016-12-19 16:51:55
C01197,1,2,2016-07-09 18:29:53,2016-11-04 18:56:09
C01198,1,1,2016-11-11 22:32:16,2016-11-11 22:32:16
C01199,1,3,2016-12-13 03:11:34,2016-12-13 03:28:01
C01200,1,1,2016-07-26 22:33:48,2016-07-26 22:33:48
C01201,1,2,2016-07-07 19:16:51,2016-07-10 00:48:52
C01202,1,1,2016-10-08 00:05:01,2016-10-08 00:05:01
C01203,1,1,2016-07-15 22:25:15,2016-07-15 22:25:15
C01204,1,36,2016-07-14 17:15:05,2016-12-12 20:24:46
C01205,1,5,2016-09-22 15:21:30,2016-12-05 14:08:11
C01206,1,5,2016-09-09 17:50:46,2016-12-23 17:00:24
C01207,1,5,2016-07-23 02:27:16,2016-10-14 16:32:26
C01208,1,23,2016-07-12 04:06:59,2016-12-24 12:06:04
C01209,1,3,2016-07-06 21:28:01,2016-08-05 20:33:11
C01210,1,5,2016-07-12 01:59:39,2016-11-19 15:19:34
C01211,1,2,2016-08-13 12:44:49,2016-08-17 13:40:24
C01212,1,4,2016-07-19 21:40:34,2016-07-27 15:10:09
C01213,1,1,2016-11-20 16:29:47,2016-11-20 16:29:47
C01214,1,1,2016-11-07 21:16:08,2016-11-07 21:16:08
C01215,1,2,2016-11-23 13:52:54,2016-11-23 14:07:16
C01216,1,1,2016-09-25 20:39:12,2016-09-25 20:39:12
C01217,1,7,2016-07-26 12:29:41,2016-09-23 18:18:24
C01218,2,24,2016-08-16 22:15:09,2016-12-31 14:35:07
C01219,1,5,2016-08-01 21:58:00,2016-12-26 17:28:07
C01220,1,1,2016-07-10 18:12:00,2016-07-10 18:12:00
C01221,1,5,2016-08-30 17:14:02,2016-09-17 15:15:23
C01222,1,102,2016-07-03 03:10:34,2016-12-29 02:36:36
C01223,1,3,2016-07-24 04:29:55,2016-12-07 22:43:40
C01224,1,1,2016-08-03 20:57:51,2016-08-03 20:57:51
C01225,1,25,2016-07-07 22:46:30,2016-12-24 22:03:31
C01226,1,13,2016-07-15 16:55:51,2016-11-26 14:23:24
C01227,1,3,2016-08-10 03:21:26,2016-12-17 16:45:15
C01228,1,1,2016-09-03 19:51:30,2016-09-03 19:51:30
C01229,1,3,2016-09-14 18:47:27,2016-12-14 15:09:04
C01230,1,8,2016-07-04 21:42:44,2016-12-18 23:55:37
C01231,1,14,2016-07-20 00:01:17,2016-12-22 21:11:50
C01232,1,1,2016-08-05 20:33:40,2016-08-05 20:33:40
C01233,1,7,2016-09-15 20:00:46,2016-12-21 01:09:36
C01234,1,2,2016-12-02 12:48:35,2016-12-02 12:55:04
C01235,1,1,2016-10-30 15:52:52,2016-10-30 15:52:52
C01236,1,20,2016-07-05 06:50:22,2016-12-21 17:44:17
C01237,1,2,2016-07-09 15:15:32,2016-07-16 01:24:57
C01238,1,13,2016-07-16 21:14:53,2016-11-14 04:13:04
C01239,1,6,2016-11-05 16:29:10,2016-12-10 11:24:56
C01240,1,1,2016-12-08 17:39:35,2016-12-08 17:39:35
C01241,1,24,2016-07-10 00:51:19,2016-12-31 11:02:30
C01242,1,20,2016-07-07 05:27:16,2016-12-21 00:19:09
C01243,1,1,2016-10-09 20:22:38,2016-10-09 20:22:38
C01244,1,10,2016-07-22 00:56:51,2016-12-15 21:12:24
C01245,1,1,2016-07-07 19:52:10,2016-07-07 19:52:10
C01246,1,1,2016-09-12 03:09:11,2016-09-12 03:09:11
C01247,1,1,2016-10-22 11:21:29,2016-10-22 11:21:29
C01248,1,9,2016-07-02 18:17:56,2016-10-21 22:13:04
C01249,1,3,2016-08-20 16:42:17,2016-11-10 14:26:21
C01250,1,9,2016-07-26 01:08:47,2016-11-25 17:57:14
C01251,1,23,2016-07-16 13:18:11,2016-12-07 01:51:19
C01252,1,5,2016-07-02 16:20:27,2016-09-02 20:30:02
C01253,1,1,2016-07-05 03:53:32,2016-07-05 03:53:32
C01254,1,191,2016-07-02 13:08:43,2016-12-24 20:13:18
C01255,1,4,2016-07-07 00:08:53,2016-12-11 21:50:31
C01256,1,3,2016-10-20 20:21:58,2016-10-20 20:46:30
C01257,1,7,2016-08-11 19:09:38,2016-10-03 20:44:06
C01258,1,9,2016-07-06 16:56:38,2016-12-04 19:31:40
C01259,1,8,2016-07-06 18:03:07,2016-11-27 20:58:39
C01260,1,1,2016-12-17 00:52:31,2016-12-17 00:52:31
C01261,1,5,2016-09-24 00:08:01,2016-11-14 10:32:56
C01262,1,1,2016-12-11 14:13:05,2016-12-11 14:13:05
C01263,1,2,2016-09-24 19:49:42,2016-09-24 20:01:38
C01264,1,5,2016-07-10 04:51:44,2016-10-04 16:44:59
C01265,1,1,2016-09-04 01:32:49,2016-09-04 01:32:49
C01266,1,5,2016-07-12 01:48:14,2016-12-08 13:39:05
C01267,1,1,2016-12-22 15:01:54,2016-12-22 15:01:54
C01268,1,1,2016-08-05 20:24:08,2016-08-05 20:24:08
C01269,1,22,2016-07-07 17:05:15,2016-12-28 20:18:39
C01270,1,1,2016-07-22 22:18:33,2016-07-22 22:18:33
C01271,1,7,2016-07-29 19:35:20,2016-11-30 19:28:35
C01272,1,1,2016-10-17 07:31:57,2016-10-17 07:31:57
C01273,1,1,2016-08-23 18:49:53,2016-08-23 18:49:53
C01274,1,6,2016-07-22 18:32:47,2016-11-15 13:42:11
C01275,1,7,2016-07-22 22:44:45,2016-11-17 18:40:15
C01276,1,13,2016-07-18 23:02:26,2016-12-22 19:48:28
C01277,1,3,2016-07-22 21:28:13,2016-07-26 15:26:36
C01278,1,1,2016-08-10 21:44:44,2016-08-10 21:44:44
C01279,1,49,2016-07-17 15:53:10,2016-12-31 21:04:54
C01280,1,73,2016-07-04 02:01:39,2016-12-27 15:06:31
C01281,1,1,2016-07-24 22:43:52,2016-07-24 22:43:52
C01282,1,8,2016-07-31 03:23:24,2016-08-01 13:28:12
C01283,1,2,2016-07-19 02:56:17,2016-10-01 17:14:50
C01284,1,4,2016-12-08 14:45:16,2016-12-12 01:48:42
C01285,1,45,2016-07-08 16:59:25,2016-12-20 14:17:55
C01286,1,4,2016-07-02 17:44:46,2016-11-06 03:41:05
C01287,1,27,2016-07-19 03:09:01,2016-12-24 15:05:10
C01288,1,4,2016-07-12 19:41:05,2016-08-09 20:48:07
C01289,1,31,2016-07-03 04:05:16,2016-12-19 00:28:04
C01290,1,14,2016-07-31 20:33:00,2016-12-07 17:29:29
C01291,1,2,2016-09-01 17:43:24,2016-12-12 20:49:09
C01292,1,5,2016-09-11 20:22:05,2016-12-20 21:03:50
C01293,1,1,2016-08-14 00:07:58,2016-08-14 00:07:58
C01294,1,3,2016-12-14 17:25:33,2016-12-31 19:13:04
C01295,1,3,2016-08-04 17:53:40,2016-08-29 20:30:46
C01296,1,2,2016-07-03 00:33:55,2016-07-03 01:14:52
C01297,1,1,2016-07-24 19:43:26,2016-07-24 19:43:26
C01298,1,1,2016-12-07 10:21:04,2016-12-07 10:21:04
C01299,1,1,2016-12-28 15:09:37,2016-12-28 15:09:37
C01300,2,9,2016-07-09 00:20:21,2016-12-11 02:34:54
C01301,1,32,2016-07-04 02:57:02,2016-12-30 18:42:03
C01302,1,2,2016-07-07 17:21:34,2016-07-09 05:00:28
C01303,1,1,2016-12-18 17:05:20,2016-12-18 17:05:20
C01304,1,11,2016-07-05 18:09:05,2016-12-29 21:01:25
C01305,1,3,2016-07-24 12:02:45,2016-07-30 19:48:48
C01306,1,15,2016-07-27 04:39:15,2016-12-30 21:51:13
C01307,1,1,2016-09-26 12:11:35,2016-09-26 12:11:35
C01308,1,16,2016-07-02 15:10:04,2016-12-26 01:35:20
C01309,1,2,2016-10-20 03:28:40,2016-10-20 04:45:16
C01310,1,6,2016-07-03 19:57:05,2016-09-01 01:01:45
C01311,1,49,2016-07-04 22:06:59,2016-12-31 18:25:19
C01312,1,2,2016-11-04 04:55:46,2016-12-12 23:28:17
C01313,1,4,2016-09-12 23:42:15,2016-12-12 21:26:57
C01314,1,1,2016-10-19 21:22:30,2016-10-19 21:22:30
C01315,1,2,2016-09-11 06:23:12,2016-10-15 13:25:52
C01316,1,1,2016-08-07 04:05:01,2016-08-07 04:05:01
C01317,1,65,2016-07-08 03:15:49,2016-12-29 19:07:03
C01318,1,1,2016-08-12 03:54:33,2016-08-12 03:54:33
C01319,1,1,2016-12-26 14:36:20,2016-12-26 14:36:20
C01320,2,6,2016-08-29 21:25:05,2016-12-10 23:08:06
C01321,1,1,2016-09-26 20:59:49,2016-09-26 20:59:49
C01322,1,5,2016-07-14 02:37:14,2016-09-13 22:17:20
C01323,1,6,2016-07-06 03:47:14,2016-12-19 17:09:30
C01324,1,2,2016-11-01 19:47:27,2016-11-24 16:21:29
C01325,1,2,2016-07-17 00:08:54,2016-07-30 15:06:10
C01326,2,60,2016-07-06 13:07:33,2016-12-25 02:01:35
C01327,1,2,2016-11-07 05:41:59,2016-12-28 22:21:29
C01328,1,3,2016-07-22 03:43:08,2016-08-02 03:52:42
C01329,1,2,2016-10-08 02:05:43,2016-10-20 04:56:16
C01330,1,5,2016-07-20 15:13:59,2016-12-12 16:12:25
C01331,1,6,2016-09-07 21:04:57,2016-12-01 19:57:29
C01332,1,77,2016-07-05 19:12:01,2016-12-30 03:02:53
C01333,2,1767,2016-07-02 02:46:54,2016-12-29 23:18:34
C01334,1,2,2016-07-20 04:10:26,2016-11-24 22:48:02
C01335,1,11,2016-07-11 21:03:58,2016-12-24 21:23:58
C01336,1,1,2016-07-12 21:39:36,2016-07-12 21:39:36
C01337,2,34,2016-07-02 18:58:24,2016-12-28 12:02:37
C01338,1,1,2016-07-28 00:20:53,2016-07-28 00:20:53
C01339,1,7,2016-08-06 15:05:38,2016-11-24 09:48:17
C01340,1,38,2016-07-06 17:56:13,2016-12-29 00:06:29
C01341,1,1,2016-07-26 18:30:57,2016-07-26 18:30:57
C01342,2,92,2016-07-13 01:43:28,2016-12-27 20:33:48
C01343,1,6,2016-07-06 22:25:05,2016-10-31 21:18:57
C01344,1,10,2016-07-12 19:05:19,2016-12-31 15:57:45
C01345,1,1,2016-10-04 20:01:59,2016-10-04 20:01:59
C01346,1,5,2016-07-16 18:33:19,2016-07-29 01:57:23
C01347,2,227,2016-07-02 10:09:18,2016-12-28 15:34:16
C01348,1,16,2016-07-20 21:34:08,2016-12-27 20:43:39
C01349,2,53,2016-07-03 17:11:48,2016-12-29 21:02:23
C01350,1,6,2016-07-26 01:55:34,2016-12-14 15:30:53
C01351,1,1,2016-12-21 23:54:56,2016-12-21 23:54:56
C01352,1,41,2016-07-10 00:17:21,2016-12-13 10:44:58
C01353,1,9,2016-07-17 18:39:26,2016-12-31 14:35:58
C01354,1,2,2016-11-20 16:29:52,2016-12-03 03:23:56
C01355,1,1,2016-09-07 18:17:09,2016-09-07 18:17:09
C01356,1,1,2016-10-14 23:38:30,2016-10-14 23:38:30
C01357,1,56,2016-07-03 15:22:16,2016-12-24 22:37:34
C01358,1,5,2016-07-09 22:20:29,2016-12-06 18:38:48
C01359,1,20,2016-07-22 14:10:19,2016-12-30 21:44:50
C01360,1,1,2016-11-28 15:37:33,2016-11-28 15:37:33
C01361,1,1,2016-07-03 21:16:16,2016-07-03 21:16:16
C01362,1,1,2016-07-18 00:50:13,2016-07-18 00:50:13
C01363,1,75,2016-07-05 00:40:11,2016-12-31 19:05:10
C01364,1,5,2016-08-22 17:29:17,2016-11-05 05:52:53
C01365,1,28,2016-07-03 17:51:11,2016-11-26 12:14:32
C01366,1,1,2016-10-26 03:07:37,2016-10-26 03:07:37
C01367,1,10,2016-07-14 00:48:41,2016-12-11 17:33:55
C01368,1,6,2016-07-10 22:31:08,2016-08-03 01:16:45
C01369,1,1,2016-09-28 19:15:14,2016-09-28 19:15:14
C01370,1,58,2016-07-06 16:13:14,2016-12-31 14:48:00
C01371,1,4,2016-11-13 02:42:49,2016-11-13 03:03:30
C01372,2,45,2016-07-03 19:51:19,2016-12-27 23:57:43
C01373,1,1,2016-07-19 20:32:04,2016-07-19 20:32:04
C01374,2,321,2016-07-02 15:51:55,2016-12-29 19:17:52
C01375,1,3,2016-07-11 21:06:10,2016-12-19 20:21:42
C01376,1,4,2016-09-11 17:40:47,2016-11-19 22:36:57
C01377,1,1085,2016-07-05 00:22:37,2016-12-31 17:27:08
C01378,1,1,2016-07-28 23:53:25,2016-07-28 23:53:25
C01379,1,1,2016-08-22 23:51:40,2016-08-22 23:51:40
C01380,1,3,2016-09-24 17:16:02,2016-10-05 18:33:09
C01381,1,1,2016-08-02 12:14:22,2016-08-02 12:14:22
C01382,1,2,2016-08-11 03:54:06,2016-11-04 18:43:39
C01383,1,4,2016-07-09 19:26:51,2016-12-30 20:50:18
C01384,1,3,2016-09-09 00:42:12,2016-11-11 02:04:17
C01385,1,2,2016-07-15 18:49:23,2016-10-14 20:42:44
C01386,1,1,2016-11-02 23:11:53,2016-11-02 23:11:53
C01387,1,65,2016-07-03 01:55:09,2016-12-19 21:52:08
C01388,1,12,2016-07-18 21:19:49,2016-11-09 22:25:10
C01389,1,7,2016-07-19 01:35:53,2016-10-14 19:58:57
