device_key,label,device_info,device_type,os,browser,screen,n_txns,n_cards,n_customers
Daea171a90f01,Linux | chrome 65.0,"",desktop,Linux,chrome 65.0,"",4,4,4
Dfcc9ca21af11,MacOS | Mac OS X 10_9_5 | chrome 63.0 | 1366x768,MacOS,desktop,Mac OS X 10_9_5,chrome 63.0,1366x768,4,4,4
D19789194a067,Windows | Windows 10 | ie 11.0 for desktop | 1680x1050,Windows,desktop,Windows 10,ie 11.0 for desktop,1680x1050,5,4,4
D135109cda3f1,TA-1039 Build/N2G47H | chrome 63.0 for android,TA-1039 Build/N2G47H,mobile,"",chrome 63.0 for android,"",8,4,4
D66dc8a3ad1c8,SLA-L03 Build/HUAWEISLA-L03 | chrome 63.0 for android,SLA-L03 Build/HUAWEISLA-L03,mobile,"",chrome 63.0 for android,"",15,4,4
Dedd3f4b5da43,rv:57.0 | Mac OS X 10.10 | firefox 57.0 | 1680x1050,rv:57.0,desktop,Mac OS X 10.10,firefox 57.0,1680x1050,4,4,4
D27e6e28415b3,MacOS | Mac OS X 10_12_6 | chrome 63.0 | 3840x2400,MacOS,desktop,Mac OS X 10_12_6,chrome 63.0,3840x2400,4,4,4
D8fedefc4cd3d,LGLS676 Build/MXB48T | Android 6.0.1 | chrome 62.0 for android | 1280x720,LGLS676 Build/MXB48T,mobile,Android 6.0.1,chrome 62.0 for android,1280x720,5,4,4
Deab88bcf7190,rv:57.0 | Mac OS X 10.13 | firefox 57.0 | 5120x2880,rv:57.0,desktop,Mac OS X 10.13,firefox 57.0,5120x2880,4,4,4
D03ed11308970,HTC Desire 626s Build/LMY47O | chrome 66.0 for android,HTC Desire 626s Build/LMY47O,mobile,"",chrome 66.0 for android,"",5,4,4
Db9dfcccfcb45,SM-J727T Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1280x720,SM-J727T Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,1280x720,4,4,4
Da6d1ac4490ce,SM-A510F Build/NRD90M | chrome 66.0 for android,SM-A510F Build/NRD90M,mobile,"",chrome 66.0 for android,"",7,4,3
D56521380f983,LG-H650 Build/MRA58K | chrome 63.0 for android,LG-H650 Build/MRA58K,mobile,"",chrome 63.0 for android,"",6,4,4
Df12508ab5448,LG-X240 Build/MRA58K | chrome 62.0 for android,LG-X240 Build/MRA58K,mobile,"",chrome 62.0 for android,"",4,4,4
Dd22314a6f48c,MacOS | Mac OS X 10_11_6 | chrome 63.0 | 4096x2304,MacOS,desktop,Mac OS X 10_11_6,chrome 63.0,4096x2304,4,4,4
Dccc124974d8a,Ilium X510 Build/MRA58K | chrome 65.0 for android,Ilium X510 Build/MRA58K,mobile,"",chrome 65.0 for android,"",11,4,4
Da226cfac91bc,rv:11.0 | Windows 10 | ie 11.0 for desktop | 1440x900,rv:11.0,desktop,Windows 10,ie 11.0 for desktop,1440x900,6,4,4
D4528f60fda85,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 2560x1440,MacOS,desktop,Mac OS X 10_13_1,chrome 62.0,2560x1440,5,4,4
D8940b5545fd3,LG-X165g Build/LRX21M | chrome 64.0 for android,LG-X165g Build/LRX21M,mobile,"",chrome 64.0 for android,"",18,4,4
Dcd3833002328,SM-G925V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2560x1440,SM-G925V Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,2560x1440,4,4,4
D7f8ca8d30512,LG-M320 Build/NRD90U | chrome generic for android,LG-M320 Build/NRD90U,mobile,"",chrome generic for android,"",5,4,4
Da2f64fe07600,SM-N900T Build/LRX21V | Android 5.0 | chrome 63.0 for android | 1920x1080,SM-N900T Build/LRX21V,mobile,Android 5.0,chrome 63.0 for android,1920x1080,4,4,4
Dfbd5857068a8,SAMSUNG SM-N950U Build/NMF26X | Android 7.1.1 | samsung browser 6.4 | 2220x1081,SAMSUNG SM-N950U Build/NMF26X,mobile,Android 7.1.1,samsung browser 6.4,2220x1081,4,4,4
D5089298e91ec,LG-X210 Build/LMY47I | chrome 65.0 for android,LG-X210 Build/LMY47I,mobile,"",chrome 65.0 for android,"",5,4,4
Dedcc3199f610,HTC Desire 626s Build/LMY47O | chrome 64.0 for android,HTC Desire 626s Build/LMY47O,mobile,"",chrome 64.0 for android,"",4,4,4
D365798ad010f,MacOS | Mac OS X 10_13_4 | chrome 65.0 | 2560x1440,MacOS,desktop,Mac OS X 10_13_4,chrome 65.0,2560x1440,5,4,4
D7153477c741d,LG-M700 Build/NMF26X | chrome 58.0 for android,LG-M700 Build/NMF26X,mobile,"",chrome 58.0 for android,"",5,4,4
D6a6cd0c39474,MacOS | Mac OS X 10_12_6 | safari 11.0 | 2560x1440,MacOS,desktop,Mac OS X 10_12_6,safari 11.0,2560x1440,6,4,4
D373c68fdbed0,Hisense U963 Build/MRA58K | chrome 62.0 for android,Hisense U963 Build/MRA58K,mobile,"",chrome 62.0 for android,"",5,4,4
D5b9aaa48b179,Windows | Windows 8.1 | chrome 62.0 | 1680x1050,Windows,desktop,Windows 8.1,chrome 62.0,1680x1050,4,4,4
Dfdc5686f16d9,SM-G930U Build/NRD90M | chrome 63.0 for android,SM-G930U Build/NRD90M,mobile,"",chrome 63.0 for android,"",5,4,4
D04feab1cc0dc,MacOS | Mac OS X 10_11_5 | safari generic | 1366x768,MacOS,desktop,Mac OS X 10_11_5,safari generic,1366x768,5,4,4
Ded77618b47d8,LG-K430 Build/MRA58K | chrome 64.0 for android,LG-K430 Build/MRA58K,mobile,"",chrome 64.0 for android,"",7,4,4
D5ce8a9cb6ea6,SAMSUNG SM-T580 Build/NRD90M | Android 7.0 | samsung browser 6.4 | 1920x1200,SAMSUNG SM-T580 Build/NRD90M,mobile,Android 7.0,samsung browser 6.4,1920x1200,4,4,4
D6a67434c92a8,MacOS | Mac OS X 10_7_5 | safari generic | 1280x800,MacOS,desktop,Mac OS X 10_7_5,safari generic,1280x800,6,4,4
Dccbdbf3d6d05,M4 SS4458 Build/MMB29M | chrome 66.0 for android,M4 SS4458 Build/MMB29M,mobile,"",chrome 66.0 for android,"",5,4,4
D4b9eb1f08431,SM-G920I Build/NRD90M | chrome 63.0 for android,SM-G920I Build/NRD90M,mobile,"",chrome 63.0 for android,"",4,4,4
D608870c08bdc,Android | chrome 62.0 | 1280x800,"",mobile,Android,chrome 62.0,1280x800,4,4,4
D7084b7250595,Linux | chrome 66.0 | 2220x1081,"",desktop,Linux,chrome 66.0,2220x1081,5,4,4
De2c7d8a9b5f3,Windows | Windows 10 | edge 15.0 | 2560x1440,Windows,desktop,Windows 10,edge 15.0,2560x1440,5,4,4
D34c0f6db1a32,Linux | chrome 61.0 | 1920x1080,"",desktop,Linux,chrome 61.0,1920x1080,4,4,4
D4e70e223b1a2,SM-N950U Build/NMF26X | Android 7.1.1 | chrome 63.0 for android | 2220x1080,SM-N950U Build/NMF26X,mobile,Android 7.1.1,chrome 63.0 for android,2220x1080,4,4,4
Dfffdae8e8706,SAMSUNG SM-G900M Build/LRX21T | chrome generic,SAMSUNG SM-G900M Build/LRX21T,mobile,"",chrome generic,"",13,4,4
Dfc03c60380a8,SM-P900 | Android 5.0.2 | chrome 63.0 for android | 2560x1600,SM-P900,mobile,Android 5.0.2,chrome 63.0 for android,2560x1600,4,4,4
Deed000ae4460,HTC Desire 650 Build/MMB29M | chrome 65.0 for android,HTC Desire 650 Build/MMB29M,mobile,"",chrome 65.0 for android,"",5,4,4
D8477095bbc66,iOS Device | iOS | other | 2048x1536,iOS Device,mobile,iOS,other,2048x1536,4,4,4
D664a0d8fdc22,es-us | android browser 4.0,es-us,mobile,"",android browser 4.0,"",9,4,4
Daa42f98942a5,Nexus | Android 8.0.0,Nexus,mobile,Android 8.0.0,"","",4,4,4
D49c0a3e60f49,MacOS | Mac OS X 10_13_1 | safari generic | 1600x900,MacOS,desktop,Mac OS X 10_13_1,safari generic,1600x900,4,4,4
Dc22cc3ba174e,HTC One A9s Build/MRA58K | chrome 63.0 for android,HTC One A9s Build/MRA58K,mobile,"",chrome 63.0 for android,"",4,4,4
D6a85ba2b8392,LGLS676 Build/MXB48T | Android 6.0.1 | chrome 64.0 for android | 1280x720,LGLS676 Build/MXB48T,mobile,Android 6.0.1,chrome 64.0 for android,1280x720,5,4,4
D79424c6f9987,Lenovo K33b36 Build/MMB29M | chrome 65.0 for android,Lenovo K33b36 Build/MMB29M,mobile,"",chrome 65.0 for android,"",7,4,4
D7b013452b2bf,Touch | ie 11.0 for desktop,Touch,desktop,"",ie 11.0 for desktop,"",4,4,4
D2782ddace1b1,HUAWEI | chrome 62.0 for android,HUAWEI,mobile,"",chrome 62.0 for android,"",4,4,4
Dc0f1a8d0cbce,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 1136x640,iOS Device,mobile,iOS 9.3.5,mobile safari 9.0,1136x640,4,4,4
Ded0f07a2478b,MacOS | Mac OS X 10_10_5 | chrome 64.0 | 1280x800,MacOS,desktop,Mac OS X 10_10_5,chrome 64.0,1280x800,5,4,4
D212c9d28ba08,SM-A320Y Build/NRD90M | chrome 63.0 for android,SM-A320Y Build/NRD90M,mobile,"",chrome 63.0 for android,"",6,4,4
Dc6b26c3581c0,Ilium L910 Build/MRA58K | chrome 63.0 for android,Ilium L910 Build/MRA58K,mobile,"",chrome 63.0 for android,"",4,4,4
D2bf6af13e962,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2001x1125,iOS Device,mobile,iOS 11.1.0,mobile safari 11.0,2001x1125,4,4,4
Dab5ec5e2476e,Lenovo A2016b30 Build/MRA58K | chrome 50.0 for android,Lenovo A2016b30 Build/MRA58K,mobile,"",chrome 50.0 for android,"",6,4,4
D82008ad00514,M4 SS4456 Build/LMY47V | chrome 63.0 for android,M4 SS4456 Build/LMY47V,mobile,"",chrome 63.0 for android,"",8,4,4
D339395c6163b,Windows | chrome 55.0,Windows,desktop,"",chrome 55.0,"",11,4,4
D2b2455446923,Pixel | Android 8.1.0 | chrome 66.0 for android | 1921x1081,Pixel,mobile,Android 8.1.0,chrome 66.0 for android,1921x1081,4,4,4
D3713b74f3ecc,Windows | Windows 10 | firefox 59.0 | 2560x1080,Windows,desktop,Windows 10,firefox 59.0,2560x1080,4,4,4
D2b0f5b28ef38,iOS Device | iOS 11.0.1 | mobile safari 11.0 | 2436x1125,iOS Device,mobile,iOS 11.0.1,mobile safari 11.0,2436x1125,9,4,4
D0ae87c518417,SM-G900F Build/MMB29M | chrome 65.0 for android,SM-G900F Build/MMB29M,mobile,"",chrome 65.0 for android,"",4,4,4
Df8adb3c7e3cc,LG-TP260 Build/NRD90U | Android 7.0 | chrome 63.0 for android | 1280x720,LG-TP260 Build/NRD90U,mobile,Android 7.0,chrome 63.0 for android,1280x720,5,4,4
Dd01798a0e2ad,Moto X Play Build/NPD26.48-24-1 | chrome 57.0 for android,Moto X Play Build/NPD26.48-24-1,mobile,"",chrome 57.0 for android,"",8,4,4
Da53695d6c5b0,iOS Device | iOS 11.2.2 | mobile safari 11.0 | 2224x1668,iOS Device,mobile,iOS 11.2.2,mobile safari 11.0,2224x1668,5,4,4
D8787b755d7e2,SM-G930F Build/NRD90M | chrome 58.0 for android,SM-G930F Build/NRD90M,mobile,"",chrome 58.0 for android,"",6,4,3
D65df32921540,Y635-L03 Build/HuaweiY635-L03 | chrome 64.0 for android,Y635-L03 Build/HuaweiY635-L03,mobile,"",chrome 64.0 for android,"",7,4,4
D16b6b0093ea6,HUAWEI NXT-L09 Build/HUAWEINXT-L09 | chrome 65.0 for android,HUAWEI NXT-L09 Build/HUAWEINXT-L09,mobile,"",chrome 65.0 for android,"",4,4,4
Dad0563884ba8,MacOS | Mac OS X 10_12_4 | chrome 63.0 | 2560x1600,MacOS,desktop,Mac OS X 10_12_4,chrome 63.0,2560x1600,5,4,4
Dc00aefbeab7d,MacOS | Mac OS X 10_13_3 | safari generic | 1680x1050,MacOS,desktop,Mac OS X 10_13_3,safari generic,1680x1050,5,4,4
D8bc92f3eba35,BLL-L23 Build/HUAWEIBLL-L23 | chrome 66.0 for android,BLL-L23 Build/HUAWEIBLL-L23,mobile,"",chrome 66.0 for android,"",6,4,4
D6a6329716251,LG-H542 Build/MRA58K | chrome 61.0 for android,LG-H542 Build/MRA58K,mobile,"",chrome 61.0 for android,"",8,4,4
D0d76295a5b1a,SM-G610F Build/NRD90M | chrome 66.0 for android,SM-G610F Build/NRD90M,mobile,"",chrome 66.0 for android,"",4,4,4
Dccde2732f83d,MacOS | Mac OS X 10_13_4 | safari 11.0 | 4096x2304,MacOS,desktop,Mac OS X 10_13_4,safari 11.0,4096x2304,5,4,4
Df7755bdec67a,Blade L5 Build/LMY47I | chrome 63.0 for android,Blade L5 Build/LMY47I,mobile,"",chrome 63.0 for android,"",4,4,4
D187c00625e63,Build/OPM1.171019.011 | chrome 66.0 for android,Build/OPM1.171019.011,mobile,"",chrome 66.0 for android,"",5,4,4
Dc822c1b63853,google,"",mobile,"",google,"",6,4,4
D0bf0f3fe4fd1,F5321 Build/34.3.A.0.238 | chrome 65.0 for android,F5321 Build/34.3.A.0.238,mobile,"",chrome 65.0 for android,"",7,4,4
Dc2689d7e8a1d,iOS Device | iOS 11.0.1 | mobile safari 11.0 | 2001x1125,iOS Device,mobile,iOS 11.0.1,mobile safari 11.0,2001x1125,8,4,4
D38bfe80ea03d,5025G Build/LMY47I | chrome 62.0 for android,5025G Build/LMY47I,mobile,"",chrome 62.0 for android,"",8,4,4
Dfcaa8ce39ada,iOS Device | iOS 11.0.3 | mobile safari 11.0 | 2224x1668,iOS Device,mobile,iOS 11.0.3,mobile safari 11.0,2224x1668,5,4,4
D9e58a7838233,HUAWEI RIO-L03 Build/HUAWEIRIO-L03 | chrome generic,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,desktop,"",chrome generic,"",5,4,4
D601b35d83ce3,LG-X230 Build/MRA58K | chrome 66.0 for android,LG-X230 Build/MRA58K,mobile,"",chrome 66.0 for android,"",7,4,4
Dd99607288457,SAMSUNG | Android 7.0 | samsung browser 6.2 | 1280x720,SAMSUNG,mobile,Android 7.0,samsung browser 6.2,1280x720,4,4,4
D70b3636346d0,SAMSUNG | samsung browser 4.0,SAMSUNG,mobile,"",samsung browser 4.0,"",4,4,4
Dd7138a7d0a2a,8050G Build/LMY47I | chrome 46.0 for android,8050G Build/LMY47I,mobile,"",chrome 46.0 for android,"",5,4,4
D4b730a1bcdf3,iOS Device | iOS 11.2.1 | mobile safari uiwebview | 1334x750,iOS Device,mobile,iOS 11.2.1,mobile safari uiwebview,1334x750,4,4,4
De75005ec1082,SAMSUNG SM-A320FL Build/NRD90M | samsung browser generic,SAMSUNG SM-A320FL Build/NRD90M,mobile,"",samsung browser generic,"",8,4,4
D7b3796c62cd3,Windows | Windows 10 | chrome 62.0 | 2560x1080,Windows,desktop,Windows 10,chrome 62.0,2560x1080,5,4,4
D5c0a00348733,moto x4 Build/OPWS27.57-40-14 | chrome generic for android,moto x4 Build/OPWS27.57-40-14,mobile,"",chrome generic for android,"",5,4,4
D22427258df6c,Ilium L620 Build/NRD90M | chrome 63.0 for android,Ilium L620 Build/NRD90M,mobile,"",chrome 63.0 for android,"",7,4,4
D9853162643df,iOS Device | iOS 11.1.0 | mobile safari generic | 2048x1536,iOS Device,mobile,iOS 11.1.0,mobile safari generic,2048x1536,4,4,4
Def9dd6334d04,Pixel Build/OPM2.171019.029 | Android 8.1.0 | chrome 65.0 for android | 1921x1081,Pixel Build/OPM2.171019.029,mobile,Android 8.1.0,chrome 65.0 for android,1921x1081,5,4,4
De49cd29c7ce9,D5803 Build/23.5.A.1.291 | chrome 64.0 for android,D5803 Build/23.5.A.1.291,mobile,"",chrome 64.0 for android,"",5,4,4
De24427db3ab0,es-mx | android browser 4.0,es-mx,mobile,"",android browser 4.0,"",5,4,4
D0b5b89a70371,MacOS | Mac OS X 10_12_4 | safari generic | 1280x800,MacOS,desktop,Mac OS X 10_12_4,safari generic,1280x800,5,4,4
De3d326c68620,iOS Device | iOS 11.2.0 | mobile safari generic | 2001x1125,iOS Device,mobile,iOS 11.2.0,mobile safari generic,2001x1125,4,4,4
Dc90b0dd18c30,Moto G (5) Plus Build/NPNS25.137-92-8 | chrome generic,Moto G (5) Plus Build/NPNS25.137-92-8,desktop,"",chrome generic,"",19,4,4
D14d28dce1b2f,rv:59.0 | Mac OS X 10.12 | firefox 59.0 | 1280x800,rv:59.0,desktop,Mac OS X 10.12,firefox 59.0,1280x800,4,4,4
D73a6d934ebd6,SAMSUNG SM-G570M Build/MMB29K | samsung browser 6.4,SAMSUNG SM-G570M Build/MMB29K,mobile,"",samsung browser 6.4,"",9,4,4
D826f065af5b9,MacOS | Mac OS X 10_13_3 | chrome generic | 2560x1600,MacOS,desktop,Mac OS X 10_13_3,chrome generic,2560x1600,4,4,4
De891ef9d8a88,rv:56.0 | Mac OS X 10.12 | firefox 56.0 | 2880x1800,rv:56.0,desktop,Mac OS X 10.12,firefox 56.0,2880x1800,4,4,4
Dada92bf22c52,SM-T817V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2048x1536,SM-T817V Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,2048x1536,6,4,4
Dac3784f0b74d,MacOS | Mac OS X 10_13_3 | safari generic | 1920x1200,MacOS,desktop,Mac OS X 10_13_3,safari generic,1920x1200,5,4,4
Dc7c459b2c4af,LG-D693n Build/LRX22G | chrome 64.0 for android,LG-D693n Build/LRX22G,mobile,"",chrome 64.0 for android,"",15,4,4
D70348b80a5a8,ALP-L09 Build/HUAWEIALP-L09 | chrome 65.0 for android,ALP-L09 Build/HUAWEIALP-L09,mobile,"",chrome 65.0 for android,"",6,4,4
D2275bf4f551e,MacOS | Mac OS X 10_13_2 | chrome 64.0 | 1440x900,MacOS,desktop,Mac OS X 10_13_2,chrome 64.0,1440x900,4,4,4
D2f2c8805f38e,Windows | Windows 7 | chrome 59.0 | 1440x900,Windows,desktop,Windows 7,chrome 59.0,1440x900,5,4,4
D3576e72d58e7,XT1650 Build/NCLS26.118-23-13-6-5 | Android 7.1.1 | chrome 65.0 for android | 2560x1440,XT1650 Build/NCLS26.118-23-13-6-5,mobile,Android 7.1.1,chrome 65.0 for android,2560x1440,5,4,4
D3db8d672ff10,SM-J730GM Build/NRD90M | chrome 62.0 for android,SM-J730GM Build/NRD90M,mobile,"",chrome 62.0 for android,"",6,4,4
De5478ccf98ab,XT1021 Build/LPCS23.13-34.8-3 | chrome 65.0 for android,XT1021 Build/LPCS23.13-34.8-3,mobile,"",chrome 65.0 for android,"",5,4,4
D871c839712ea,Moto G Play Build/MPIS24.241-15.3-26 | chrome 64.0 for android,Moto G Play Build/MPIS24.241-15.3-26,mobile,"",chrome 64.0 for android,"",4,4,4
D5cf314639937,Windows | Windows 10 | opera 49.0 | 1366x768,Windows,desktop,Windows 10,opera 49.0,1366x768,4,4,4
Dc3000e3a1a4a,Android | chrome 62.0 | 2560x1440,"",mobile,Android,chrome 62.0,2560x1440,36,4,4
Def256054f8a7,SM-J320M Build/LMY47V | chrome 55.0 for android,SM-J320M Build/LMY47V,mobile,"",chrome 55.0 for android,"",9,4,4
D67d99671401c,LG-H500 Build/LRX21Y | chrome 55.0 for android,LG-H500 Build/LRX21Y,mobile,"",chrome 55.0 for android,"",12,4,4
Da3d900f71aea,SAMSUNG SM-A510M Build/NRD90M | samsung browser 6.4,SAMSUNG SM-A510M Build/NRD90M,mobile,"",samsung browser 6.4,"",4,4,4
D4d9b4cec074c,MacOS | Mac OS X 10_13_3 | chrome 64.0 | 3360x2100,MacOS,desktop,Mac OS X 10_13_3,chrome 64.0,3360x2100,7,4,4
D836195cdd8e3,LG-H542 Build/MRA58K | chrome 64.0 for android,LG-H542 Build/MRA58K,mobile,"",chrome 64.0 for android,"",6,4,4
Ddbe6d3fe1b16,HTC Desire 650 Build/MMB29M | chrome 66.0 for android,HTC Desire 650 Build/MMB29M,mobile,"",chrome 66.0 for android,"",10,4,4
Df9cf3cfba749,Moto C Build/NRD90M.063 | chrome 58.0 for android,Moto C Build/NRD90M.063,mobile,"",chrome 58.0 for android,"",4,4,4
Da9db38328786,Lenovo K33b36 Build/NRD90N | chrome 65.0 for android,Lenovo K33b36 Build/NRD90N,mobile,"",chrome 65.0 for android,"",5,4,4
Dd3e652103d3c,HTC Desire 650 Build/MMB29M | chrome generic for android,HTC Desire 650 Build/MMB29M,mobile,"",chrome generic for android,"",8,4,4
Df3f9db3ada02,Pixel | chrome 66.0 for android,Pixel,mobile,"",chrome 66.0 for android,"",4,4,4
Dfc7b1676ce59,MacOS | Mac OS X 10_13_3 | chrome 66.0 | 1280x800,MacOS,desktop,Mac OS X 10_13_3,chrome 66.0,1280x800,5,4,4
Df3d36ec195e0,Pixel | Android 8.0.0 | 2562x1442,Pixel,mobile,Android 8.0.0,"",2562x1442,4,4,4
D96ab75d75700,Windows NT 6.2 | ie,Windows NT 6.2,desktop,"",ie,"",12,4,4
D83dc279d618a,MacOS | Mac OS X 10_13_1 | chrome 64.0 | 1440x900,MacOS,desktop,Mac OS X 10_13_1,chrome 64.0,1440x900,23,4,4
D8679263cf02f,SAMSUNG SM-J530F Build/NRD90M | samsung browser 6.4,SAMSUNG SM-J530F Build/NRD90M,mobile,"",samsung browser 6.4,"",10,4,4
D5268833b0934,MacOS | Mac OS X 10_13_4 | safari 11.0 | 3360x2100,MacOS,desktop,Mac OS X 10_13_4,safari 11.0,3360x2100,5,4,4
De876634fba5a,HUAWEI NXT-L09 Build/HUAWEINXT-L09 | chrome 64.0 for android,HUAWEI NXT-L09 Build/HUAWEINXT-L09,mobile,"",chrome 64.0 for android,"",9,4,4
Dce4288b8e035,SM-A320Y Build/NRD90M | chrome 64.0 for android,SM-A320Y Build/NRD90M,mobile,"",chrome 64.0 for android,"",5,4,4
D99e1dc5fa53c,iOS Device | iOS 11.2.5 | mobile safari 11.0 | 1136x640,iOS Device,mobile,iOS 11.2.5,mobile safari 11.0,1136x640,6,4,4
Da974dd13364b,CRO-L03 Build/HUAWEICRO-L03 | chrome 64.0 for android,CRO-L03 Build/HUAWEICRO-L03,mobile,"",chrome 64.0 for android,"",4,4,4
D1bc227ecf533,Windows | Windows 10 | edge 15.0 | 1280x768,Windows,desktop,Windows 10,edge 15.0,1280x768,4,4,4
D6f3adf1e1984,iOS Device | iOS 11.2.6 | mobile safari 11.0 | 2001x1125,iOS Device,mobile,iOS 11.2.6,mobile safari 11.0,2001x1125,4,4,4
Ddc39196adc7f,MacOS | Mac OS X 10_12_6 | chrome 62.0 | 1680x1050,MacOS,desktop,Mac OS X 10_12_6,chrome 62.0,1680x1050,5,4,4
Da272a94add1d,SM-G355M Build/KOT49H | chrome 65.0 for android,SM-G355M Build/KOT49H,mobile,"",chrome 65.0 for android,"",4,4,4
D8e2995defa7e,MacOS | Mac OS X 10_8_5 | safari generic | 1280x800,MacOS,desktop,Mac OS X 10_8_5,safari generic,1280x800,11,4,4
D648fdc64a660,F3213 Build/36.0.A.2.146 | chrome 62.0 for android,F3213 Build/36.0.A.2.146,mobile,"",chrome 62.0 for android,"",6,4,3
D5dd757ad2491,LG-K500 Build/MMB29M | chrome 66.0 for android,LG-K500 Build/MMB29M,mobile,"",chrome 66.0 for android,"",7,4,4
D15077a840718,SM-G950U Build/R16NW | chrome 66.0 for android,SM-G950U Build/R16NW,mobile,"",chrome 66.0 for android,"",4,4,4
D2e5388c799d0,Windows | Windows 7 | chrome 58.0 | 1366x768,Windows,desktop,Windows 7,chrome 58.0,1366x768,5,4,4
Dd02a5d26a725,XT1254 Build/MCG24.251-5-5 | Android 6.0.1 | chrome 62.0 for android | 2560x1440,XT1254 Build/MCG24.251-5-5,mobile,Android 6.0.1,chrome 62.0 for android,2560x1440,4,4,4
D63f328e26864,LG-H872 Build/NRD90U | Android 7.0 | chrome 62.0 for android | 2672x1440,LG-H872 Build/NRD90U,mobile,Android 7.0,chrome 62.0 for android,2672x1440,4,4,4
De42e31c73b74,SLA-L03 Build/HUAWEISLA-L03 | chrome 66.0 for android,SLA-L03 Build/HUAWEISLA-L03,mobile,"",chrome 66.0 for android,"",5,4,4
D6c410aa57aff,rv:56.0 | Windows 7 | firefox 56.0 | 1366x768,rv:56.0,desktop,Windows 7,firefox 56.0,1366x768,11,4,4
D43db7f67ab0e,XT1563 Build/MPDS24.107-52-5 | chrome 60.0 for android,XT1563 Build/MPDS24.107-52-5,mobile,"",chrome 60.0 for android,"",5,4,4
D938b19f6a72c,Z813 Build/LMY47O | chrome generic,Z813 Build/LMY47O,desktop,"",chrome generic,"",9,4,4
De23796990bee,SAMSUNG SM-G955U Build/NRD90M | Android 7.0 | samsung browser generic,SAMSUNG SM-G955U Build/NRD90M,mobile,Android 7.0,samsung browser generic,"",5,4,4
D27321bbfc93a,SM-T550 Build/NMF26X | Android 7.1.1 | chrome 63.0 for android | 1024x768,SM-T550 Build/NMF26X,mobile,Android 7.1.1,chrome 63.0 for android,1024x768,10,4,4
Db3252cb2af81,FIG-LX3 Build/HUAWEIFIG-LX3 | chrome 65.0 for android,FIG-LX3 Build/HUAWEIFIG-LX3,mobile,"",chrome 65.0 for android,"",5,4,4
De04d109c0bf5,SAMSUNG | Android 6.0.1 | samsung browser 6.2 | 2560x1440,SAMSUNG,mobile,Android 6.0.1,samsung browser 6.2,2560x1440,4,4,4
Deca796760868,SM-T350 Build/NMF26X | Android 7.1.1 | chrome 63.0 for android | 1024x768,SM-T350 Build/NMF26X,mobile,Android 7.1.1,chrome 63.0 for android,1024x768,4,4,4
D4084ff6a6d43,iOS Device | iOS 11.2.5 | chrome 64.0 for ios | 2048x1536,iOS Device,mobile,iOS 11.2.5,chrome 64.0 for ios,2048x1536,6,4,4
D8dba65058e00,F5121 Build/34.4.A.2.19 | chrome 66.0 for android,F5121 Build/34.4.A.2.19,mobile,"",chrome 66.0 for android,"",6,4,4
D1c8166e38c80,Trident/7.0 | Windows 8.1 | Microsoft/Windows | 1920x1080,Trident/7.0,mobile,Windows 8.1,Microsoft/Windows,1920x1080,4,4,4
D7bb5d5f5e36b,SAMSUNG SM-T810 Build/NRD90M | samsung browser 6.2,SAMSUNG SM-T810 Build/NRD90M,mobile,"",samsung browser 6.2,"",7,4,4
Df144c37fd416,iOS Device | iOS 11.1.0 | mobile safari generic | 1136x640,iOS Device,mobile,iOS 11.1.0,mobile safari generic,1136x640,5,4,4
D070c24edb602,Moto C Build/NRD90M.063 | chrome 65.0 for android,Moto C Build/NRD90M.063,mobile,"",chrome 65.0 for android,"",8,4,4
D24e12a80d9c9,es-us | chrome generic,es-us,desktop,"",chrome generic,"",5,4,4
D31d67ce13abc,SM-T580 Build/NRD90M | Android 7.0 | chrome 65.0 for android | 1920x1200,SM-T580 Build/NRD90M,mobile,Android 7.0,chrome 65.0 for android,1920x1200,4,4,4
D392d15d3fd0b,Windows | Windows 10 | chrome generic | 2736x1824,Windows,desktop,Windows 10,chrome generic,2736x1824,4,4,4
D4f75e3fe3ccf,HTC Desire 530 Build/MMB29M | chrome 66.0 for android,HTC Desire 530 Build/MMB29M,mobile,"",chrome 66.0 for android,"",6,4,4
Dbaca13e2d1cf,MacOS | Mac OS X 10_11_5 | chrome 62.0 | 1280x800,MacOS,desktop,Mac OS X 10_11_5,chrome 62.0,1280x800,4,4,4
D5a3820762687,iOS Device | iOS 10.3.1 | mobile safari 10.0 | 2732x2048,iOS Device,mobile,iOS 10.3.1,mobile safari 10.0,2732x2048,5,4,4
D3dc563946530,Android 5.1 | android browser 4.0,Android 5.1,mobile,"",android browser 4.0,"",13,4,4
